number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	40.36170395984869	2020-07-20 08:59:15.693483	2020-07-20 09:05:21.333395	0 days 00:06:05.639912000	0.2	0.0004332489915339304	7	3	pyramid_2			COMPLETE
1	40.12246679423068	2020-07-20 09:05:21.333976	2020-07-20 09:10:59.763459	0 days 00:05:38.429483000		8.13888332549793e-05	8	1				COMPLETE
2	39.959640286851204	2020-07-20 09:10:59.763938	2020-07-20 09:16:30.130278	0 days 00:05:30.366340000		0.0012139426616175947	9	1				COMPLETE
3	39.99554863994676	2020-07-20 09:16:30.130767	2020-07-20 09:22:04.984687	0 days 00:05:34.853920000		0.0021854646359543545	9	1				COMPLETE
4	39.89155010748879	2020-07-20 09:22:04.985174	2020-07-20 09:28:21.737875	0 days 00:06:16.752701000	0.35000000000000003	0.002767813291839095	8	3	pyramid_2			COMPLETE
5	40.186019551433155	2020-07-20 09:28:21.738440	2020-07-20 09:33:58.807940	0 days 00:05:37.069500000	0.35000000000000003	0.0005057551587586652	6	2			pyramid_2	COMPLETE
6	40.580268637362884	2020-07-20 09:33:58.808471	2020-07-20 09:40:50.420835	0 days 00:06:51.612364000	0.0	0.0008998256028920245	10	3				COMPLETE
7	40.56962331427482	2020-07-20 09:40:50.421380	2020-07-20 09:47:23.264729	0 days 00:06:32.843349000	0.15000000000000002	0.0038973430266915823	9	2		pyramid_2		COMPLETE
8	40.078829381374426	2020-07-20 09:47:23.265265	2020-07-20 09:53:28.775311	0 days 00:06:05.510046000		3.525753008052152e-05	6	1				COMPLETE
9	39.9994418473113	2020-07-20 09:53:28.775829	2020-07-20 09:59:26.477185	0 days 00:05:57.701356000		2.0669133151898956e-05	6	1				COMPLETE
10	40.022581519061966	2020-07-20 09:59:26.477753	2020-07-20 10:09:00.553900	0 days 00:09:34.076147000	0.5	0.016697719293765192	8	3	flat			COMPLETE
11	43.902893881935235	2020-07-20 10:09:00.608888	2020-07-20 12:52:54.046671	0 days 02:43:53.437783000	0.45	0.019150352975114533	9	2		flat		COMPLETE
12	39.92329289789309	2020-07-20 12:52:54.047219	2020-07-20 13:03:39.722569	0 days 00:10:45.675350000	0.35000000000000003	0.006933230594345647	10	3				COMPLETE
13	40.020018560138034	2020-07-20 13:03:39.735610	2020-07-20 13:11:24.262226	0 days 00:07:44.526616000	0.35000000000000003	0.00772589622391671	10	3				COMPLETE
14	39.95985176465535	2020-07-20 13:11:24.278845	2020-07-20 13:18:54.435400	0 days 00:07:30.156555000	0.35000000000000003	0.006158302770638549	7	3	pyramid_2			COMPLETE
15	43.902893881935235	2020-07-20 13:18:54.436784	2020-07-20 16:26:13.827384	0 days 03:07:19.390600000	0.30000000000000004	0.028103796794673414	10	3				COMPLETE
16	40.05111842255799	2020-07-20 16:26:13.835106	2020-07-20 16:32:26.611778	0 days 00:06:12.776672000	0.45	0.0001792247305312079	7	2			flat	COMPLETE
17	40.04383727892429	2020-07-20 16:32:26.613351	2020-07-20 16:38:55.631072	0 days 00:06:29.017721000	0.25	0.0025785210323224362	8	3	pyramid_2			COMPLETE
18	43.902893881935235	2020-07-20 16:38:55.631619	2020-07-20 19:24:16.446641	0 days 02:45:20.815022000	0.1	0.009495434927954561	10	2				COMPLETE
19	40.106837162682275	2020-07-20 19:24:16.479115	2020-07-20 19:30:38.579517	0 days 00:06:22.100402000	0.4	0.001233480843676311	7	3	pyramid_2			COMPLETE
20	40.07258613952043	2020-07-20 19:30:38.580044	2020-07-20 19:36:33.363731	0 days 00:05:54.783687000	0.25	0.00023727697875176087	9	3				COMPLETE
21	39.99092169491661	2020-07-20 19:36:33.364271	2020-07-20 19:42:33.984983	0 days 00:06:00.620712000	0.5	0.0014579839708839487	9	2		flat		COMPLETE
22	39.99057209741405	2020-07-20 19:42:33.985508	2020-07-20 19:48:20.472823	0 days 00:05:46.487315000		0.004211298801731073	8	1				COMPLETE
23	40.34436281722631	2020-07-20 19:48:20.473403	2020-07-20 19:54:22.296015	0 days 00:06:01.822612000	0.30000000000000004	0.0008475936431058904	9	2		pyramid_2		COMPLETE
24	40.02443493015549	2020-07-20 19:54:22.296551	2020-07-20 20:01:22.788979	0 days 00:07:00.492428000	0.4	0.011333071246172824	10	3				COMPLETE
