number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	84.84348491782254	2020-07-20 20:10:42.474271	2020-07-20 22:03:34.526340	0 days 01:52:52.052069000		0.028811127626230393	8	1				COMPLETE
1	60.89864001263372	2020-07-20 22:03:34.526854	2020-07-20 22:16:46.684527	0 days 00:13:12.157673000	0.15000000000000002	1.3122950139925783e-05	8	2			pyramid_4	COMPLETE
2	77.83155479600694	2020-07-20 22:16:46.685103	2020-07-20 22:25:38.601377	0 days 00:08:51.916274000		0.000341695730639443	7	1				COMPLETE
3	60.898626128637716	2020-07-20 22:25:38.601934	2020-07-20 22:40:55.591910	0 days 00:15:16.989976000	0.5	2.7016564576961964e-05	7	2			flat	COMPLETE
4	64.36044127903496	2020-07-20 22:40:55.592442	2020-07-20 22:46:23.546596	0 days 00:05:27.954154000		0.023618234315872677	6	1				COMPLETE
5	60.8371983392897	2020-07-20 22:46:23.547129	2020-07-20 23:01:32.214699	0 days 00:15:08.667570000	0.05	1.185238771163775e-05	8	2			flat	COMPLETE
6	60.559389319822635	2020-07-20 23:01:32.215242	2020-07-20 23:10:49.965443	0 days 00:09:17.750201000	0.15000000000000002	0.010894530187440825	9	3				COMPLETE
7	60.33873498679065	2020-07-20 23:10:49.965987	2020-07-20 23:17:33.222603	0 days 00:06:43.256616000	0.45	8.367945710132937e-05	8	2			flat	COMPLETE
8	77.87476802906201	2020-07-20 23:17:33.223126	2020-07-20 23:25:52.399355	0 days 00:08:19.176229000		0.0071323594959984	6	1				COMPLETE
9	61.681016837608276	2020-07-20 23:25:52.399884	2020-07-20 23:34:51.661245	0 days 00:08:59.261361000	0.4	0.0022650476651986085	9	2		pyramid_2		COMPLETE
10	61.058175540743065	2020-07-20 23:34:51.661788	2020-07-20 23:41:06.813094	0 days 00:06:15.151306000	0.35000000000000003	0.0001137796383598423	10	3				COMPLETE
11	61.40167446078237	2020-07-20 23:41:06.820805	2020-07-20 23:47:21.644243	0 days 00:06:14.823438000	0.2	0.00010783585033011468	10	3				COMPLETE
12	61.834138487384415	2020-07-20 23:47:21.644765	2020-07-20 23:53:12.420519	0 days 00:05:50.775754000	0.0	0.0008547100629877384	9	3				COMPLETE
13	61.7727994255248	2020-07-20 23:53:12.421031	2020-07-20 23:59:38.851451	0 days 00:06:26.430420000	0.30000000000000004	6.292504179934e-05	9	3				COMPLETE
14	61.662645171714395	2020-07-20 23:59:38.851959	2020-07-21 00:05:22.349977	0 days 00:05:43.498018000	0.5	0.0004270365267397356	9	3				COMPLETE
15	60.889939522992535	2020-07-21 00:05:22.350480	2020-07-21 00:11:03.395451	0 days 00:05:41.044971000	0.1	0.007354020597318922	7	2			pyramid_2	COMPLETE
16	62.90360283977712	2020-07-21 00:11:03.395974	2020-07-21 00:19:26.749699	0 days 00:08:23.353725000	0.25	0.0014906670432115621	10	3				COMPLETE
17	60.891273146427245	2020-07-21 00:19:26.750220	2020-07-21 00:26:20.780101	0 days 00:06:54.029881000	0.4	0.00020282453425112595	9	2		flat		COMPLETE
18	61.150671758704014	2020-07-21 00:26:20.780585	2020-07-21 00:33:44.108993	0 days 00:07:23.328408000	0.2	3.512104219609636e-05	8	3	pyramid_2			COMPLETE
19	61.274614263856655	2020-07-21 00:33:44.109521	2020-07-21 00:40:11.736321	0 days 00:06:27.626800000	0.1	0.005783696474004884	7	2			flat	COMPLETE
20	77.85432732055196	2020-07-21 00:40:11.736857	2020-07-21 00:49:47.203409	0 days 00:09:35.466552000		0.002520177776050321	9	1				COMPLETE
21	61.035391400738305	2020-07-21 00:49:47.203918	2020-07-21 01:05:34.124491	0 days 00:15:46.920573000	0.0	1.2077014184443396e-05	8	2			flat	COMPLETE
22	60.854570948755075	2020-07-21 01:05:34.125009	2020-07-21 01:15:11.929878	0 days 00:09:37.804869000	0.05	2.8376940477743417e-05	8	2			flat	COMPLETE
23	60.76767737676259	2020-07-21 01:15:11.930448	2020-07-21 01:30:36.279458	0 days 00:15:24.349010000	0.1	1.3281824659244426e-05	8	2			flat	COMPLETE
24	60.58986779115982	2020-07-21 01:30:36.279989	2020-07-21 01:39:23.238992	0 days 00:08:46.959003000	0.15000000000000002	6.796249814611965e-05	7	2			flat	COMPLETE
