number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	89.705853356912	2020-07-19 21:24:56.642036	2020-07-19 21:33:13.191621	0 days 00:08:16.549585000		0.00801796455313005	8	1				COMPLETE
1	90.20470799173073	2020-07-19 21:33:13.192430	2020-07-19 21:39:54.609013	0 days 00:06:41.416583000		0.003022732402204389	8	1				COMPLETE
2	56.31858378302914	2020-07-19 21:39:54.609480	2020-07-19 21:49:21.503309	0 days 00:09:26.893829000	0.35000000000000003	3.685245527585758e-05	10	2				COMPLETE
3	89.43658054649292	2020-07-19 21:49:21.503833	2020-07-19 21:58:36.340636	0 days 00:09:14.836803000		4.171452157889753e-05	10	1				COMPLETE
4	57.772078666275526	2020-07-19 21:58:36.341127	2020-07-19 22:07:27.715508	0 days 00:08:51.374381000	0.0	1.0741792053959613e-05	9	3				COMPLETE
5	89.58290088921369	2020-07-19 22:07:27.716000	2020-07-19 22:35:54.307201	0 days 00:28:26.591201000		1.143544552668971e-05	6	1				COMPLETE
6	58.806338539427095	2020-07-19 22:35:54.324645	2020-07-19 22:45:41.628406	0 days 00:09:47.303761000	0.2	0.0016761015635824792	9	2		pyramid_2		COMPLETE
7	58.22127844885869	2020-07-19 22:45:41.628905	2020-07-19 22:52:11.890578	0 days 00:06:30.261673000	0.1	0.0013144261594361301	7	2			flat	COMPLETE
8	89.39368394296176	2020-07-19 22:52:11.891064	2020-07-19 22:58:57.409721	0 days 00:06:45.518657000		9.664733695935782e-05	10	1				COMPLETE
9	89.55872316800631	2020-07-19 22:58:57.410225	2020-07-19 23:16:24.352729	0 days 00:17:26.942504000		1.0944786065183865e-05	9	1				COMPLETE
10	57.44319770271983	2020-07-19 23:16:24.353237	2020-07-19 23:23:59.981376	0 days 00:07:35.628139000	0.5	0.0001801045689002246	10	3				COMPLETE
11	57.285043630557816	2020-07-19 23:23:59.981885	2020-07-19 23:32:06.057918	0 days 00:08:06.076033000	0.5	0.00031477606895815495	10	3				COMPLETE
12	56.97617204798691	2020-07-19 23:32:06.058400	2020-07-19 23:42:50.424389	0 days 00:10:44.365989000	0.45	0.0002669430514616909	10	3				COMPLETE
13	56.39159885283048	2020-07-19 23:42:50.455719	2020-07-19 23:51:54.426782	0 days 00:09:03.971063000	0.35000000000000003	4.7673217279111216e-05	9	2		flat		COMPLETE
14	57.0444307118221	2020-07-19 23:51:54.427278	2020-07-20 00:00:52.083558	0 days 00:08:57.656280000	0.35000000000000003	3.55526100948867e-05	9	2		flat		COMPLETE
15	56.079314756385	2020-07-20 00:00:52.084049	2020-07-20 00:09:47.850294	0 days 00:08:55.766245000	0.30000000000000004	5.594814519642145e-05	9	2		flat		COMPLETE
16	55.762047078801295	2020-07-20 00:09:47.850834	2020-07-20 00:24:03.564113	0 days 00:14:15.713279000	0.30000000000000004	2.500165833138825e-05	8	2			pyramid_2	COMPLETE
17	56.23226512935244	2020-07-20 00:24:03.564703	2020-07-20 00:33:00.916513	0 days 00:08:57.351810000	0.25	0.00010781906479131986	7	2			pyramid_2	COMPLETE
18	56.01899140880258	2020-07-20 00:33:00.917035	2020-07-20 00:47:40.403586	0 days 00:14:39.486551000	0.25	2.59583376897052e-05	7	2			pyramid_4	COMPLETE
19	57.0849917516194	2020-07-20 00:47:40.404122	2020-07-20 01:05:56.304318	0 days 00:18:15.900196000	0.15000000000000002	1.4303675440311238e-05	7	2			pyramid_4	COMPLETE
20	56.49732541144495	2020-07-20 01:05:56.322982	2020-07-20 01:16:19.848130	0 days 00:10:23.525148000	0.05	0.019388224941484438	6	3	pyramid_4			COMPLETE
21	55.78001373339585	2020-07-20 01:16:19.848658	2020-07-20 01:30:45.920723	0 days 00:14:26.072065000	0.25	2.177411727248232e-05	8	2			pyramid_4	COMPLETE
22	55.85745751742659	2020-07-20 01:30:45.921258	2020-07-20 01:45:44.448906	0 days 00:14:58.527648000	0.25	1.9171328213808697e-05	8	2			pyramid_4	COMPLETE
23	55.79791037232848	2020-07-20 01:45:44.449443	2020-07-20 02:00:54.526558	0 days 00:15:10.077115000	0.2	1.828761447856469e-05	8	2			pyramid_4	COMPLETE
24	55.62304180595202	2020-07-20 02:00:54.527091	2020-07-20 02:10:07.001825	0 days 00:09:12.474734000	0.15000000000000002	9.308535303840907e-05	8	2			pyramid_2	COMPLETE
