number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	state
0	8.648193292147285	2020-07-20 00:41:03.239897	2020-07-20 00:47:06.384924	0 days 00:06:03.145027000		0.0017300519291389503	7	1				COMPLETE
1	8.45756960876087	2020-07-20 00:47:06.385406	2020-07-20 00:54:05.552982	0 days 00:06:59.167576000	0.5	0.010154301150555305	6	3		pyramid_2		COMPLETE
2	8.329428668399071	2020-07-20 00:54:05.553583	2020-07-20 01:00:14.072803	0 days 00:06:08.519220000	0.35000000000000003	0.0003621948224387042	8	3	pyramid_2			COMPLETE
3	8.687096626652751	2020-07-20 01:00:14.073379	2020-07-20 01:08:06.729017	0 days 00:07:52.655638000		0.004934952140661657	8	1				COMPLETE
4	8.506585706634926	2020-07-20 01:08:06.729538	2020-07-20 01:13:46.848799	0 days 00:05:40.119261000		1.0395444002414526e-05	6	1				COMPLETE
5	8.553186190678524	2020-07-20 01:13:46.849339	2020-07-20 01:19:47.048909	0 days 00:06:00.199570000	0.0	0.0004785568358649457	10	2				COMPLETE
6	8.456992433826233	2020-07-20 01:19:47.049441	2020-07-20 01:26:41.368347	0 days 00:06:54.318906000	0.5	0.012507162205348083	7	3	pyramid_2			COMPLETE
7	8.628982781083893	2020-07-20 01:26:41.368896	2020-07-20 01:32:24.835868	0 days 00:05:43.466972000		0.0006647043263260724	10	1				COMPLETE
8	8.387228442835449	2020-07-20 01:32:24.836396	2020-07-20 01:38:56.705921	0 days 00:06:31.869525000	0.45	1.5872206154496963e-05	6	3		pyramid_4		COMPLETE
9	8.50300915644719	2020-07-20 01:38:56.706475	2020-07-20 01:44:43.432137	0 days 00:05:46.725662000		1.0068997920532612e-05	6	1				COMPLETE
10	8.533281319096275	2020-07-20 01:44:43.432804	2020-07-20 01:50:34.661547	0 days 00:05:51.228743000	0.25	9.197573699217283e-05	9	2			flat	COMPLETE
11	8.373450613367568	2020-07-20 01:50:34.674116	2020-07-20 01:56:45.220652	0 days 00:06:10.546536000	0.35000000000000003	5.967178137217877e-05	8	3	pyramid_2			COMPLETE
12	8.370876897999082	2020-07-20 01:56:45.221241	2020-07-20 02:02:56.084385	0 days 00:06:10.863144000	0.30000000000000004	7.153176106783467e-05	8	3	pyramid_2			COMPLETE
13	8.45902723410528	2020-07-20 02:02:56.084962	2020-07-20 02:08:58.795608	0 days 00:06:02.710646000	0.2	0.00012867667387145133	9	2			pyramid_2	COMPLETE
14	8.293943855083274	2020-07-20 02:08:58.796153	2020-07-20 02:15:17.727780	0 days 00:06:18.931627000	0.30000000000000004	0.0003216822861518036	9	3				COMPLETE
15	8.49493849951814	2020-07-20 02:15:17.728292	2020-07-20 02:21:33.262962	0 days 00:06:15.534670000	0.15000000000000002	0.0003171243742194168	9	3				COMPLETE
16	8.493716443406703	2020-07-20 02:21:33.263771	2020-07-20 02:28:06.605813	0 days 00:06:33.342042000	0.4	0.001742462542582892	9	2			pyramid_2	COMPLETE
17	8.406971230285132	2020-07-20 02:28:06.606346	2020-07-20 02:33:55.920566	0 days 00:05:49.314220000	0.1	0.00023082885729417874	7	3	flat			COMPLETE
18	8.236513164773228	2020-07-20 02:33:55.921089	2020-07-20 02:40:05.218838	0 days 00:06:09.297749000	0.35000000000000003	0.0012249148072655193	10	2				COMPLETE
19	8.604711933746472	2020-07-20 02:40:05.219340	2020-07-20 02:46:21.050961	0 days 00:06:15.831621000	0.25	0.0015528917066336414	10	2				COMPLETE
20	8.315347686416802	2020-07-20 02:46:21.051490	2020-07-20 02:52:21.393930	0 days 00:06:00.342440000	0.35000000000000003	0.004207164318344761	10	2				COMPLETE
21	8.494672093156161	2020-07-20 02:52:21.394443	2020-07-20 02:58:49.334233	0 days 00:06:27.939790000	0.35000000000000003	0.0041456827265987884	10	2				COMPLETE
22	11.999232311731097	2020-07-20 02:58:49.334760	2020-07-20 05:39:47.489198	0 days 02:40:58.154438000	0.4	0.028271713783540323	10	2				COMPLETE
23	8.37154838460826	2020-07-20 05:39:47.489705	2020-07-20 05:45:36.850046	0 days 00:05:49.360341000	0.30000000000000004	0.004409368216881349	9	2			flat	COMPLETE
24	8.600107376712492	2020-07-20 05:45:36.850567	2020-07-20 05:51:47.804260	0 days 00:06:10.953693000	0.30000000000000004	0.0009156834710409423	10	2				COMPLETE
