number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	8.64907675255085	2020-07-20 19:48:43.341076	2020-07-20 19:55:00.993981	0 days 00:06:17.652905000		0.00021094137180375543	7	1				COMPLETE
1	10.315088950111127	2020-07-20 19:55:00.994461	2020-07-20 22:21:26.175394	0 days 02:26:25.180933000		0.020755146294702417	10	1				COMPLETE
2	6.93346113838985	2020-07-20 22:21:26.175863	2020-07-20 22:27:34.094410	0 days 00:06:07.918547000	0.2	0.00016495583404125392	8	2			flat	COMPLETE
3	7.533443129230368	2020-07-20 22:27:34.094941	2020-07-20 22:35:12.352840	0 days 00:07:38.257899000	0.0	8.040801462901433e-05	7	2			pyramid_4	COMPLETE
4	7.273199754701812	2020-07-20 22:35:12.353382	2020-07-20 22:42:59.461942	0 days 00:07:47.108560000	0.05	0.0012982747527116212	6	3		flat		COMPLETE
5	6.924767636318864	2020-07-20 22:42:59.462482	2020-07-20 22:50:49.615745	0 days 00:07:50.153263000	0.1	0.000514080023128304	6	3		pyramid_4		COMPLETE
6	7.281042448162211	2020-07-20 22:50:49.616268	2020-07-20 22:58:46.864027	0 days 00:07:57.247759000	0.05	0.004958701052580783	9	3				COMPLETE
7	6.891633209649448	2020-07-20 22:58:46.864539	2020-07-20 23:06:18.876937	0 days 00:07:32.012398000	0.5	0.00433416857252717	6	2			pyramid_4	COMPLETE
8	6.836399932650862	2020-07-20 23:06:18.877452	2020-07-20 23:13:41.685070	0 days 00:07:22.807618000	0.35000000000000003	0.00860641045424064	7	3	flat			COMPLETE
9	7.540203279271619	2020-07-20 23:13:41.685612	2020-07-20 23:19:21.738318	0 days 00:05:40.052706000	0.30000000000000004	5.081095049913852e-05	6	2			pyramid_2	COMPLETE
10	7.030807175734948	2020-07-20 23:19:21.738849	2020-07-20 23:25:15.929036	0 days 00:05:54.190187000	0.45	1.1108904239795648e-05	8	3	flat			COMPLETE
11	10.315088950111127	2020-07-20 23:25:15.929590	2020-07-21 01:47:55.084979	0 days 02:22:39.155389000	0.5	0.029767222103962862	7	2			pyramid_4	COMPLETE
12	7.599524108886719	2020-07-21 01:47:55.085519	2020-07-21 01:53:46.200910	0 days 00:05:51.115391000		0.005925624408920183	7	1				COMPLETE
13	6.782009644396552	2020-07-21 01:53:46.201424	2020-07-21 02:02:10.367002	0 days 00:08:24.165578000	0.4	0.004313453784171115	6	3		pyramid_2		COMPLETE
14	6.830768795144969	2020-07-21 02:02:10.367700	2020-07-21 02:09:35.982211	0 days 00:07:25.614511000	0.35000000000000003	0.010634381499535564	7	3	flat			COMPLETE
15	6.595094980700263	2020-07-21 02:09:35.991368	2020-07-21 02:17:14.242733	0 days 00:07:38.251365000	0.4	0.0015993712963337276	8	3	pyramid_2			COMPLETE
16	6.607316457077553	2020-07-21 02:17:14.243263	2020-07-21 02:27:45.426592	0 days 00:10:31.183329000	0.4	0.0016471411050980173	9	3				COMPLETE
17	6.600542390704977	2020-07-21 02:27:45.427112	2020-07-21 02:42:31.325808	0 days 00:14:45.898696000	0.2	0.0013409243756553543	9	3				COMPLETE
18	6.919788294193663	2020-07-21 02:42:31.326347	2020-07-21 02:48:26.904554	0 days 00:05:55.578207000	0.2	0.001371498031336021	9	3				COMPLETE
19	6.966314660223599	2020-07-21 02:48:26.905072	2020-07-21 02:56:29.442545	0 days 00:08:02.537473000	0.2	0.0006092489765182217	10	2				COMPLETE
20	6.769756610212655	2020-07-21 02:56:29.443071	2020-07-21 03:05:25.001526	0 days 00:08:55.558455000	0.25	0.0005981381821880984	9	3				COMPLETE
21	6.527945474348397	2020-07-21 03:05:25.002047	2020-07-21 03:15:18.057274	0 days 00:09:53.055227000	0.4	0.0017087643119903957	9	3				COMPLETE
22	6.537055458226697	2020-07-21 03:15:18.078986	2020-07-21 03:24:46.372206	0 days 00:09:28.293220000	0.30000000000000004	0.0021443362260042957	8	3	pyramid_2			COMPLETE
23	6.6163202532538055	2020-07-21 03:24:46.372709	2020-07-21 03:32:52.187102	0 days 00:08:05.814393000	0.30000000000000004	0.002517121499176838	8	3	pyramid_2			COMPLETE
24	6.493453348725417	2020-07-21 03:32:52.187604	2020-07-21 03:48:30.857937	0 days 00:15:38.670333000	0.45	0.0024396789071769146	8	3	pyramid_2			COMPLETE
