number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	14.819085696867143	2020-07-20 05:53:53.310153	2020-07-20 06:00:02.419030	0 days 00:06:09.108877000	0.45	5.28061038000966e-05	9	3					COMPLETE
1	14.880846936321174	2020-07-20 06:00:02.419549	2020-07-20 06:05:45.112541	0 days 00:05:42.692992000		1.243731978358104e-05	7	1					COMPLETE
2	15.036942445466625	2020-07-20 06:05:45.113089	2020-07-20 06:15:20.253707	0 days 00:09:35.140618000		8.665712584071767e-05	7	1					COMPLETE
3	14.765760286663403	2020-07-20 06:15:20.254268	2020-07-20 06:21:43.440327	0 days 00:06:23.186059000	0.5	1.0150098293323274e-05	9	3					COMPLETE
4	14.866936096812012	2020-07-20 06:21:43.440879	2020-07-20 06:28:05.220416	0 days 00:06:21.779537000	0.25	0.00012865034644525972	10	2					COMPLETE
5	14.996754893929426	2020-07-20 06:28:05.220958	2020-07-20 06:34:16.942061	0 days 00:06:11.721103000	0.45	4.335618063522444e-05	9	2			pyramid_2		COMPLETE
6	18.41982259092997	2020-07-20 06:34:16.942564	2020-07-20 07:01:43.088087	0 days 00:27:26.145523000		0.02286698222380591	6	1					COMPLETE
7	14.762216380152209	2020-07-20 07:01:43.113167	2020-07-20 07:13:00.069672	0 days 00:11:16.956505000	0.2	0.005720660570161544	10	3					COMPLETE
8	14.651034258774168	2020-07-20 07:13:00.070204	2020-07-20 07:18:52.140628	0 days 00:05:52.070424000	0.30000000000000004	0.0006378449677360851	6	3		flat			COMPLETE
9	14.66905517634789	2020-07-20 07:18:52.141232	2020-07-20 07:24:58.066365	0 days 00:06:05.925133000	0.45	0.000618019187130081	8	3	pyramid_2				COMPLETE
10	14.952910674832966	2020-07-20 07:24:58.066916	2020-07-20 07:30:56.614080	0 days 00:05:58.547164000	0.0	0.0012770148623609356	6	2				pyramid_2	COMPLETE
11	14.71930451068153	2020-07-20 07:30:56.614688	2020-07-20 07:37:01.826582	0 days 00:06:05.211894000	0.30000000000000004	0.0006386848960867885	8	3	pyramid_2				COMPLETE
12	14.628213293910342	2020-07-20 07:37:01.827154	2020-07-20 07:43:00.638761	0 days 00:05:58.811607000	0.35000000000000003	0.0024263820658397667	7	3	pyramid_2				COMPLETE
13	14.658151078579175	2020-07-20 07:43:00.639337	2020-07-20 07:48:44.937018	0 days 00:05:44.297681000	0.35000000000000003	0.003056459352152736	7	3	flat				COMPLETE
14	14.75567179712756	2020-07-20 07:48:44.937571	2020-07-20 07:54:29.426689	0 days 00:05:44.489118000	0.15000000000000002	0.014328651721893933	6	2				pyramid_4	COMPLETE
15	14.69899916933365	2020-07-20 07:54:29.427241	2020-07-20 08:00:25.189676	0 days 00:05:55.762435000	0.35000000000000003	0.00022507751485397338	7	3	pyramid_2				COMPLETE
16	14.984204742944314	2020-07-20 08:00:25.190222	2020-07-20 08:06:14.068140	0 days 00:05:48.877918000	0.15000000000000002	0.0022798212679857586	6	2				flat	COMPLETE
17	14.681743719477025	2020-07-20 08:06:14.068691	2020-07-20 08:12:34.910892	0 days 00:06:20.842201000	0.35000000000000003	0.007827735558343962	7	3	flat				COMPLETE
18	14.70805478587939	2020-07-20 08:12:34.911467	2020-07-20 08:18:21.818575	0 days 00:05:46.907108000	0.25	0.00031375584861623596	6	3		flat			COMPLETE
19	14.903134378907113	2020-07-20 08:18:21.819136	2020-07-20 08:24:16.807555	0 days 00:05:54.988419000	0.1	0.0012030587507007911	8	2				pyramid_4	COMPLETE
20	14.64679248351781	2020-07-20 08:24:16.808101	2020-07-20 08:30:03.615502	0 days 00:05:46.807401000	0.4	0.004000585917173788	7	3	pyramid_2				COMPLETE
21	14.653071002801681	2020-07-20 08:30:03.616072	2020-07-20 08:35:59.024452	0 days 00:05:55.408380000	0.4	0.001961782302555046	7	3	pyramid_2				COMPLETE
22	14.652618559414892	2020-07-20 08:35:59.025019	2020-07-20 08:41:42.845758	0 days 00:05:43.820739000	0.30000000000000004	0.004913998237598414	7	3	pyramid_2				COMPLETE
23	14.79285027849516	2020-07-20 08:41:42.846350	2020-07-20 08:52:57.824012	0 days 00:11:14.977662000	0.4	0.011654821942389017	6	3		pyramid_4			COMPLETE
24	14.717305027429664	2020-07-20 08:52:57.824572	2020-07-20 08:59:11.188439	0 days 00:06:13.363867000	0.30000000000000004	0.001015693139969583	8	3	pyramid_2				COMPLETE
