number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	38.781904843730025	2020-07-20 00:50:00.543967	2020-07-20 00:57:29.842720	0 days 00:07:29.298753000	0.25	0.00019057058674891333	10	2					COMPLETE
1	69.65543586606996	2020-07-20 00:57:29.843228	2020-07-20 02:58:01.687791	0 days 02:00:31.844563000		0.01637927881531256	10	1					COMPLETE
2	38.693018601061375	2020-07-20 02:58:01.704088	2020-07-20 03:07:33.275333	0 days 00:09:31.571245000	0.45	0.02728376625272077	6	2				pyramid_4	COMPLETE
3	38.49782377484498	2020-07-20 03:07:33.284667	2020-07-20 03:14:33.116669	0 days 00:06:59.832002000	0.30000000000000004	0.00012432767842665343	8	3	flat				COMPLETE
4	63.425145556469396	2020-07-20 03:14:33.117203	2020-07-20 03:21:07.945020	0 days 00:06:34.827817000		0.0003499322174955402	9	1					COMPLETE
5	40.04254261486381	2020-07-20 03:21:07.945546	2020-07-20 03:29:01.377671	0 days 00:07:53.432125000	0.2	2.990598029150368e-05	6	3		pyramid_4			COMPLETE
6	63.66372976886118	2020-07-20 03:29:01.378248	2020-07-20 03:35:37.875659	0 days 00:06:36.497411000		0.012052491721138899	7	1					COMPLETE
7	39.643210129738414	2020-07-20 03:35:37.876170	2020-07-20 03:42:38.433267	0 days 00:07:00.557097000	0.1	0.0035620853798337916	8	3	flat				COMPLETE
8	39.971577100458376	2020-07-20 03:42:38.433804	2020-07-20 03:50:27.786160	0 days 00:07:49.352356000	0.45	0.0004957458365984883	6	3		flat			COMPLETE
9	63.51447019065799	2020-07-20 03:50:27.786685	2020-07-20 03:56:57.550668	0 days 00:06:29.763983000		0.0012430233755895133	7	1					COMPLETE
10	41.027298830336676	2020-07-20 03:56:57.551187	2020-07-20 04:11:40.463092	0 days 00:14:42.911905000	0.30000000000000004	1.0561360272250288e-05	8	3	flat				COMPLETE
11	40.520640944052275	2020-07-20 04:11:40.463629	2020-07-20 04:22:19.006056	0 days 00:10:38.542427000	0.5	5.2949510443528636e-05	7	2				pyramid_4	COMPLETE
12	39.58603749174545	2020-07-20 04:22:19.006584	2020-07-20 04:30:01.755629	0 days 00:07:42.749045000	0.4	8.602826983604311e-05	9	2			pyramid_2		COMPLETE
13	40.98220510923117	2020-07-20 04:30:01.756155	2020-07-20 04:45:21.380506	0 days 00:15:19.624351000	0.35000000000000003	1.0004110832606867e-05	9	2			flat		COMPLETE
14	38.877540399102145	2020-07-20 04:45:21.381042	2020-07-20 04:52:27.705291	0 days 00:07:06.324249000	0.5	0.0019998932231819837	8	3	pyramid_2				COMPLETE
15	39.14237459219526	2020-07-20 04:52:27.705803	2020-07-20 04:59:54.610112	0 days 00:07:26.904309000	0.0	0.0001693188049959201	7	2				flat	COMPLETE
16	38.8227236385914	2020-07-20 04:59:54.610632	2020-07-20 05:07:39.536794	0 days 00:07:44.926162000	0.15000000000000002	0.005906741460817126	6	3		pyramid_2			COMPLETE
17	69.65543586606996	2020-07-20 05:07:39.537347	2020-07-20 07:12:49.394449	0 days 02:05:09.857102000	0.35000000000000003	0.02746369979711149	9	2			pyramid_2		COMPLETE
18	41.25060750129918	2020-07-20 07:12:49.394971	2020-07-20 07:22:28.147723	0 days 00:09:38.752752000	0.4	2.49786561790229e-05	8	3	flat				COMPLETE
19	38.62180937761121	2020-07-20 07:22:28.148275	2020-07-20 07:29:09.210641	0 days 00:06:41.062366000	0.25	0.0008316069081133971	7	2				pyramid_2	COMPLETE
20	63.50299504206182	2020-07-20 07:29:09.211168	2020-07-20 07:35:46.455184	0 days 00:06:37.244016000		0.0009744174169481194	7	1					COMPLETE
21	39.31242127823955	2020-07-20 07:35:46.455727	2020-07-20 07:45:18.674877	0 days 00:09:32.219150000	0.25	0.00014004126919624514	6	2				pyramid_2	COMPLETE
22	39.492020156690906	2020-07-20 07:45:18.675411	2020-07-20 07:52:02.439622	0 days 00:06:43.764211000	0.30000000000000004	0.0003288788832354775	7	2				pyramid_2	COMPLETE
23	38.76138426970989	2020-07-20 07:52:02.455668	2020-07-20 08:06:01.093057	0 days 00:13:58.637389000	0.15000000000000002	5.283452803286925e-05	6	2				pyramid_4	COMPLETE
24	38.76860308006728	2020-07-20 08:06:01.093609	2020-07-20 08:12:46.879271	0 days 00:06:45.785662000	0.30000000000000004	0.000799315625929983	7	2				pyramid_2	COMPLETE
