number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	105.28612667575239	2020-07-24 17:39:51.332270	2020-07-24 17:49:32.225000	0 days 00:09:40.892730000		0.0026854766176754186	8	1					COMPLETE
1	64.64332362510467	2020-07-24 17:49:32.225496	2020-07-24 17:57:23.586886	0 days 00:07:51.361390000	0.30000000000000004	6.938659422059871e-05	8	3	flat				COMPLETE
2	67.99116891430259	2020-07-24 17:57:23.587723	2020-07-24 18:05:20.542895	0 days 00:07:56.955172000	0.35000000000000003	0.002317283014508778	6	3		pyramid_2			COMPLETE
3	68.12172051270515	2020-07-24 18:05:20.543473	2020-07-24 18:11:42.458968	0 days 00:06:21.915495000	0.25	0.0008673717300497095	8	2				pyramid_4	COMPLETE
4	67.30966156049085	2020-07-24 18:11:42.459522	2020-07-24 18:18:07.498558	0 days 00:06:25.039036000	0.05	0.0004897785611488152	9	2			pyramid_2		COMPLETE
5	104.47668176259235	2020-07-24 18:18:07.499140	2020-07-24 18:31:12.759245	0 days 00:13:05.260105000		8.565676332430861e-05	10	1					COMPLETE
6	72.47357527852135	2020-07-24 18:31:12.759825	2020-07-24 18:43:52.825684	0 days 00:12:40.065859000	0.2	0.0110377386443704	10	3					COMPLETE
7	64.75495076183172	2020-07-24 18:43:52.826273	2020-07-24 18:52:31.781455	0 days 00:08:38.955182000	0.35000000000000003	7.675018781501614e-05	8	3	pyramid_2				COMPLETE
8	104.829555170446	2020-07-24 18:52:31.783767	2020-07-24 19:00:04.625507	0 days 00:07:32.841740000		0.000382787263632113	7	1					COMPLETE
9	67.4724720063976	2020-07-24 19:00:04.626036	2020-07-24 19:06:37.306681	0 days 00:06:32.680645000	0.1	0.0008008424882887652	10	2					COMPLETE
10	66.59613221747142	2020-07-24 19:06:37.308128	2020-07-24 19:39:48.551961	0 days 00:33:11.243833000	0.5	1.157621373013947e-05	6	3		flat			COMPLETE
11	65.51853956268044	2020-07-24 19:39:48.552530	2020-07-24 19:51:37.910782	0 days 00:11:49.358252000	0.4	3.215274736073649e-05	7	3	pyramid_2				COMPLETE
12	65.64473373331408	2020-07-24 19:51:37.911354	2020-07-24 19:59:59.210142	0 days 00:08:21.298788000	0.35000000000000003	8.912655336646874e-05	9	3					COMPLETE
13	65.46364755241991	2020-07-24 19:59:59.210974	2020-07-24 20:28:21.131504	0 days 00:28:21.920530000	0.25	1.1398075440756769e-05	7	3	flat				COMPLETE
14	66.0353872931836	2020-07-24 20:28:21.134589	2020-07-24 20:36:13.061758	0 days 00:07:51.927169000	0.45	0.00011590820152295628	9	2			flat		COMPLETE
15	65.2142225830917	2020-07-24 20:36:13.076087	2020-07-24 20:48:08.435873	0 days 00:11:55.359786000	0.30000000000000004	2.990574621377964e-05	8	3	flat				COMPLETE
16	66.09454230572999	2020-07-24 20:48:08.436411	2020-07-24 21:04:02.612817	0 days 00:15:54.176406000	0.15000000000000002	3.119903408981882e-05	7	2				pyramid_2	COMPLETE
17	66.73887222382508	2020-07-24 21:04:02.613374	2020-07-24 21:12:16.989979	0 days 00:08:14.376605000	0.5	0.00016103060064119324	9	3					COMPLETE
18	67.31929960572641	2020-07-24 21:12:16.990526	2020-07-24 21:18:50.753481	0 days 00:06:33.762955000	0.35000000000000003	0.00022188466421388083	8	3	pyramid_2				COMPLETE
19	65.87199324093795	2020-07-24 21:18:50.754041	2020-07-24 21:32:01.203232	0 days 00:13:10.449191000	0.4	4.885925410319483e-05	8	2				flat	COMPLETE
20	66.26879307690734	2020-07-24 21:32:01.203795	2020-07-24 21:48:28.336461	0 days 00:16:27.132666000	0.2	1.5724025655782895e-05	7	3	flat				COMPLETE
21	65.4342716748622	2020-07-24 21:48:28.338753	2020-07-24 22:00:31.920815	0 days 00:12:03.582062000	0.30000000000000004	2.6763047424612747e-05	8	3	flat				COMPLETE
22	65.31612968665071	2020-07-24 22:00:31.921359	2020-07-24 22:08:43.145270	0 days 00:08:11.223911000	0.30000000000000004	6.106899494398615e-05	9	3					COMPLETE
23	66.33021322907454	2020-07-24 22:08:43.146580	2020-07-24 22:16:43.934591	0 days 00:08:00.788011000	0.30000000000000004	0.00021798554250414303	8	3	flat				COMPLETE
24	65.22901698836519	2020-07-24 22:16:43.935120	2020-07-24 22:25:19.639425	0 days 00:08:35.704305000	0.4	4.348082294964235e-05	8	3	pyramid_2				COMPLETE
