number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.019254779262080517	2020-10-12 10:00:52.313009	2020-10-12 10:01:05.401131	0 days 00:00:13.088122000		0.0006155866702457952		9	1	COMPLETE
1	0.018959227612652802	2020-10-12 10:01:05.401716	2020-10-12 10:01:23.761783	0 days 00:00:18.360067000	0.30000000000000004	6.694052073972404e-05	pyramid_2	8	3	COMPLETE
2	0.019497097203075353	2020-10-12 10:01:23.762299	2020-10-12 10:01:29.300416	0 days 00:00:05.538117000		0.0017300291442046698		10	1	COMPLETE
3	0.018983399429750105	2020-10-12 10:01:29.300872	2020-10-12 10:01:36.682488	0 days 00:00:07.381616000	0.15000000000000002	0.0007765543991696051	flat	7	2	COMPLETE
4	0.01903947865173233	2020-10-12 10:01:36.683104	2020-10-12 10:01:50.393833	0 days 00:00:13.710729000	0.45	0.0001276620244724634	flat	8	2	COMPLETE
5	0.02063442262912976	2020-10-12 10:01:50.394301	2020-10-12 10:01:59.942214	0 days 00:00:09.547913000	0.45	0.006619348034361527	pyramid_4	6	3	COMPLETE
6	0.019318497061213184	2020-10-12 10:01:59.942676	2020-10-12 10:02:09.075737	0 days 00:00:09.133061000		0.0013332631879357719		7	1	COMPLETE
7	0.020097851215019145	2020-10-12 10:02:09.076206	2020-10-12 10:02:28.924309	0 days 00:00:19.848103000	0.5	0.0029387834842484256	pyramid_4	4	2	COMPLETE
8	0.01919555171979558	2020-10-12 10:02:28.924910	2020-10-12 10:03:25.568062	0 days 00:00:56.643152000		2.559104037640333e-05		8	1	COMPLETE
9	0.019188251669347796	2020-10-12 10:03:25.568664	2020-10-12 10:03:39.757785	0 days 00:00:14.189121000		0.00043526497514488074		7	1	COMPLETE
10	0.019059181257314883	2020-10-12 10:03:39.758381	2020-10-12 10:03:46.698714	0 days 00:00:06.940333000	0.0	0.04032438413652952	pyramid_2	5	3	COMPLETE
11	0.019086220380206114	2020-10-12 10:03:46.699132	2020-10-12 10:04:32.041460	0 days 00:00:45.342328000	0.2	1.175581728997293e-05	pyramid_2	9	3	COMPLETE
12	0.019270901393090747	2020-10-12 10:04:32.041887	2020-10-12 10:05:02.284521	0 days 00:00:30.242634000	0.2	8.935222206566702e-05	flat	6	2	COMPLETE
13	0.018921200189789922	2020-10-12 10:05:02.284986	2020-10-12 10:05:15.968464	0 days 00:00:13.683478000	0.30000000000000004	0.0001058144204055344	pyramid_2	8	3	COMPLETE
14	0.01900582272677139	2020-10-12 10:05:15.968926	2020-10-12 10:05:27.756397	0 days 00:00:11.787471000	0.35000000000000003	6.086022909882479e-05	pyramid_2	10	3	COMPLETE
15	0.018979895711329568	2020-10-12 10:05:27.756867	2020-10-12 10:05:37.889792	0 days 00:00:10.132925000	0.30000000000000004	0.00020658395657547273	pyramid_2	8	3	COMPLETE
16	0.019100991392052142	2020-10-12 10:05:37.890259	2020-10-12 10:06:18.897793	0 days 00:00:41.007534000	0.35000000000000003	1.3346080819447206e-05	pyramid_2	9	3	COMPLETE
17	0.019103590556578537	2020-10-12 10:06:18.898260	2020-10-12 10:06:47.729401	0 days 00:00:28.831141000	0.1	3.229231881494582e-05	pyramid_2	8	3	COMPLETE
18	0.01922118199164885	2020-10-12 10:06:47.729879	2020-10-12 10:07:04.937603	0 days 00:00:17.207724000	0.30000000000000004	0.00026615086306133794	pyramid_2	6	2	COMPLETE
19	0.018953989038245092	2020-10-12 10:07:04.938268	2020-10-12 10:07:25.563358	0 days 00:00:20.625090000	0.4	4.340836541359894e-05	pyramid_2	9	3	COMPLETE
20	0.0189650008879004	2020-10-12 10:07:25.563852	2020-10-12 10:07:52.407920	0 days 00:00:26.844068000	0.4	2.8481798625028797e-05	pyramid_4	10	3	COMPLETE
21	0.018923897551224877	2020-10-12 10:07:52.408378	2020-10-12 10:08:07.574557	0 days 00:00:15.166179000	0.25	5.882234502624602e-05	pyramid_2	9	3	COMPLETE
22	0.01908731183774634	2020-10-12 10:08:07.575018	2020-10-12 10:08:48.265211	0 days 00:00:40.690193000	0.25	1.3066534845867175e-05	pyramid_2	9	3	COMPLETE
23	0.019122482499449766	2020-10-12 10:08:48.265717	2020-10-12 10:08:58.682156	0 days 00:00:10.416439000	0.4	0.00017136620449619976	pyramid_2	9	3	COMPLETE
24	0.01896080306891548	2020-10-12 10:08:58.682605	2020-10-12 10:09:10.627853	0 days 00:00:11.945248000	0.25	5.391416943730179e-05	pyramid_2	10	3	COMPLETE
25	0.01899123598241283	2020-10-12 10:09:10.628459	2020-10-12 10:09:34.286658	0 days 00:00:23.658199000	0.35000000000000003	3.0539583494231495e-05	pyramid_2	9	2	COMPLETE
26	0.018980391880317644	2020-10-12 10:09:34.287273	2020-10-12 10:09:41.918675	0 days 00:00:07.631402000	0.1	0.00033386515145955	pyramid_2	8	3	COMPLETE
27	0.018973111644995485	2020-10-12 10:09:41.919157	2020-10-12 10:09:50.506279	0 days 00:00:08.587122000	0.2	0.00011319078296636411	pyramid_2	10	3	COMPLETE
28	0.019088741250821526	2020-10-12 10:09:50.506888	2020-10-12 10:10:48.274040	0 days 00:00:57.767152000	0.5	1.0221759831268648e-05	pyramid_2	9	2	COMPLETE
29	0.019221231595366865	2020-10-12 10:10:48.274655	2020-10-12 10:10:55.631229	0 days 00:00:07.356574000	0.4	0.0006655310100707237	pyramid_2	9	3	COMPLETE
30	0.019025518741957397	2020-10-12 10:10:55.631836	2020-10-12 10:11:16.088841	0 days 00:00:20.457005000	0.30000000000000004	4.734488915758144e-05	flat	8	3	COMPLETE
31	0.01904612181538823	2020-10-12 10:11:16.089458	2020-10-12 10:11:32.391991	0 days 00:00:16.302533000	0.30000000000000004	7.451005581345611e-05	pyramid_2	8	3	COMPLETE
32	0.019333696536706756	2020-10-12 10:11:32.392607	2020-10-12 10:12:28.287590	0 days 00:00:55.894983000	0.25	2.3519188775363068e-05	pyramid_2	7	3	COMPLETE
33	0.01899133896834288	2020-10-12 10:12:28.288202	2020-10-12 10:12:38.233030	0 days 00:00:09.944828000	0.35000000000000003	0.00011033645574369053	pyramid_2	9	3	COMPLETE
34	0.019206806271787745	2020-10-12 10:12:38.233569	2020-10-12 10:13:22.978516	0 days 00:00:44.744947000	0.30000000000000004	1.8713940947688403e-05	pyramid_2	8	3	COMPLETE
35	0.01914576246015028	2020-10-12 10:13:22.979009	2020-10-12 10:13:57.122666	0 days 00:00:34.143657000	0.15000000000000002	5.0182841972108335e-05	pyramid_2	7	2	COMPLETE
36	0.019114659127580133	2020-10-12 10:13:57.123146	2020-10-12 10:14:11.066146	0 days 00:00:13.943000000	0.45	0.000156194839050686	pyramid_4	8	3	COMPLETE
37	0.0191583748974471	2020-10-12 10:14:11.066604	2020-10-12 10:14:18.940091	0 days 00:00:07.873487000	0.2	0.0004664428933054143	flat	10	3	COMPLETE
38	0.019093729434096405	2020-10-12 10:14:18.940557	2020-10-12 10:14:25.418459	0 days 00:00:06.477902000	0.4	0.0020982415547197916	pyramid_2	9	3	COMPLETE
39	0.019421196836244672	2020-10-12 10:14:25.418923	2020-10-12 10:15:12.392402	0 days 00:00:46.973479000	0.45	4.027199806432881e-05	pyramid_4	7	2	COMPLETE
40	0.019324784475263448	2020-10-12 10:15:12.392877	2020-10-12 10:15:18.207525	0 days 00:00:05.814648000	0.25	0.0133510292519826	flat	8	3	COMPLETE
41	0.018967761736822096	2020-10-12 10:15:18.207987	2020-10-12 10:15:31.449080	0 days 00:00:13.241093000	0.25	7.121280814124737e-05	pyramid_2	10	3	COMPLETE
42	0.018945650253429463	2020-10-12 10:15:31.449690	2020-10-12 10:15:42.184780	0 days 00:00:10.735090000	0.15000000000000002	5.39579334275008e-05	pyramid_2	10	3	COMPLETE
43	0.01905983691389941	2020-10-12 10:15:42.185396	2020-10-12 10:15:50.777306	0 days 00:00:08.591910000	0.15000000000000002	9.917499944343182e-05	pyramid_2	10	3	COMPLETE
44	0.019121244559362278	2020-10-12 10:15:50.777924	2020-10-12 10:15:57.555506	0 days 00:00:06.777582000	0.05	0.0010810268625047845	pyramid_2	9	3	COMPLETE
45	0.01918286314145064	2020-10-12 10:15:57.555924	2020-10-12 10:16:38.662819	0 days 00:00:41.106895000	0.2	1.996337443080163e-05	pyramid_2	8	3	COMPLETE
46	0.01892917118654222	2020-10-12 10:16:38.663312	2020-10-12 10:16:46.517087	0 days 00:00:07.853775000	0.35000000000000003	0.0002476625765643852	pyramid_2	9	3	COMPLETE
47	0.018896278912797233	2020-10-12 10:16:46.517556	2020-10-12 10:16:54.600889	0 days 00:00:08.083333000	0.35000000000000003	0.0002579502800832333	pyramid_2	9	3	COMPLETE
48	0.0189559721764382	2020-10-12 10:16:54.601356	2020-10-12 10:17:04.162612	0 days 00:00:09.561256000	0.30000000000000004	0.00025080598288509297	pyramid_2	10	3	COMPLETE
49	0.01901152056394651	2020-10-12 10:17:04.163228	2020-10-12 10:17:11.605554	0 days 00:00:07.442326000	0.35000000000000003	0.00039977597799607383	pyramid_2	9	2	COMPLETE
50	0.0192269629996284	2020-10-12 10:17:11.606056	2020-10-12 10:17:25.394881	0 days 00:00:13.788825000		0.00016473123199106505		10	1	COMPLETE
51	0.01904010219111768	2020-10-12 10:17:25.395533	2020-10-12 10:17:40.247842	0 days 00:00:14.852309000	0.35000000000000003	7.950363158397302e-05	pyramid_2	9	3	COMPLETE
52	0.019146223260676883	2020-10-12 10:17:40.248330	2020-10-12 10:17:47.321574	0 days 00:00:07.073244000	0.4	0.0008004775130200447	pyramid_2	9	3	COMPLETE
53	0.01894445198752919	2020-10-12 10:17:47.322051	2020-10-12 10:17:55.090951	0 days 00:00:07.768900000	0.35000000000000003	0.00022838880626532154	pyramid_2	9	3	COMPLETE
54	0.018984627176690933	2020-10-12 10:17:55.091428	2020-10-12 10:18:03.307440	0 days 00:00:08.216012000	0.30000000000000004	0.0002419724757731138	pyramid_2	10	3	COMPLETE
55	0.01886205920137964	2020-10-12 10:18:03.308052	2020-10-12 10:18:13.431389	0 days 00:00:10.123337000	0.35000000000000003	0.00033428846887292006	pyramid_2	9	3	COMPLETE
56	0.019112987319719933	2020-10-12 10:18:13.431870	2020-10-12 10:18:21.324971	0 days 00:00:07.893101000	0.35000000000000003	0.000588534126258188	pyramid_2	9	3	COMPLETE
57	0.019096350259059456	2020-10-12 10:18:21.325589	2020-10-12 10:18:29.246806	0 days 00:00:07.921217000	0.35000000000000003	0.00031612296703620833	pyramid_4	9	3	COMPLETE
58	0.019181603628798453	2020-10-12 10:18:29.247286	2020-10-12 10:18:44.265764	0 days 00:00:15.018478000	0.45	0.00014215002643201382	pyramid_2	8	3	COMPLETE
59	0.01920060251183766	2020-10-12 10:18:44.266233	2020-10-12 10:18:51.290974	0 days 00:00:07.024741000	0.35000000000000003	0.0014000668650368346	pyramid_2	8	3	COMPLETE
60	0.01900014457291396	2020-10-12 10:18:51.291405	2020-10-12 10:18:59.348556	0 days 00:00:08.057151000	0.30000000000000004	0.0002065911817316278	pyramid_2	9	3	COMPLETE
61	0.019027036510282296	2020-10-12 10:18:59.349168	2020-10-12 10:19:07.113620	0 days 00:00:07.764452000	0.35000000000000003	0.0004778357192566523	pyramid_2	9	3	COMPLETE
62	0.018997907352965953	2020-10-12 10:19:07.114099	2020-10-12 10:19:16.824484	0 days 00:00:09.710385000	0.4	0.00013143149507656565	pyramid_2	10	3	COMPLETE
63	0.01897081295861568	2020-10-12 10:19:16.825065	2020-10-12 10:19:24.864615	0 days 00:00:08.039550000	0.30000000000000004	0.00022375422905165573	pyramid_2	9	3	COMPLETE
64	0.024965087488522938	2020-10-12 10:19:24.865113	2020-10-12 10:19:37.697278	0 days 00:00:12.832165000	0.25	8.594388565213908e-05	pyramid_2	4	3	COMPLETE
65	0.019006329088906128	2020-10-12 10:19:37.697765	2020-10-12 10:19:45.746190	0 days 00:00:08.048425000	0.30000000000000004	0.0003408136699022638	pyramid_2	10	3	COMPLETE
66	0.019200082397742128	2020-10-12 10:19:45.746661	2020-10-12 10:19:52.729814	0 days 00:00:06.983153000	0.1	0.0009227149205709305	pyramid_2	8	3	COMPLETE
67	0.01899941756430281	2020-10-12 10:19:52.730290	2020-10-12 10:20:15.976710	0 days 00:00:23.246420000	0.35000000000000003	3.4304067932715336e-05	pyramid_2	9	3	COMPLETE
68	0.018747707693124054	2020-10-12 10:20:15.977197	2020-10-12 10:20:26.396864	0 days 00:00:10.419667000	0.0	5.903107503697444e-05	flat	9	3	COMPLETE
69	0.018740367924553077	2020-10-12 10:20:26.397357	2020-10-12 10:20:35.074268	0 days 00:00:08.676911000	0.0	0.00011945956648263708	flat	9	3	COMPLETE
70	0.01883163762336435	2020-10-12 10:20:35.074904	2020-10-12 10:20:44.928058	0 days 00:00:09.853154000	0.0	0.00011292733445225364	flat	8	3	COMPLETE
71	0.01896385736622745	2020-10-12 10:20:44.928545	2020-10-12 10:21:06.242531	0 days 00:00:21.313986000	0.0	0.00010873351276624387	flat	6	3	COMPLETE
72	0.018991983684869138	2020-10-12 10:21:06.243064	2020-10-12 10:21:19.358294	0 days 00:00:13.115230000	0.05	6.757491528513393e-05	flat	8	3	COMPLETE
73	0.01898870795023317	2020-10-12 10:21:19.358762	2020-10-12 10:21:31.339596	0 days 00:00:11.980834000	0.0	0.00017231725084604604	flat	7	3	COMPLETE
74	0.018745458302910422	2020-10-12 10:21:31.340076	2020-10-12 10:21:39.201454	0 days 00:00:07.861378000	0.0	0.0001210064916403926	flat	9	3	COMPLETE
75	0.018911780228452683	2020-10-12 10:21:39.201971	2020-10-12 10:21:48.691565	0 days 00:00:09.489594000	0.05	0.0001271354125920889	flat	8	3	COMPLETE
