number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	13.576030082965719	2020-07-21 18:01:13.931210	2020-07-21 18:11:43.588077	0 days 00:10:29.656867000		0.00012683134357671557	10	1				COMPLETE
1	12.700170878758923	2020-07-21 18:11:43.588625	2020-07-21 18:22:43.684419	0 days 00:11:00.095794000		0.0014765828297832466	9	1				COMPLETE
2	12.170584133595433	2020-07-21 18:22:43.684915	2020-07-21 18:33:37.202963	0 days 00:10:53.518048000	0.05	1.9063177362100674e-05	7	3	flat			COMPLETE
3	17.38629653541302	2020-07-21 18:33:37.203534	2020-07-21 18:44:44.998110	0 days 00:11:07.794576000	0.15000000000000002	0.0008881038215299942	10	3				COMPLETE
4	12.885181673142005	2020-07-21 18:44:44.998649	2020-07-21 18:56:21.927570	0 days 00:11:36.928921000		0.0006558698332828205	10	1				COMPLETE
5	13.00526317559604	2020-07-21 18:56:21.928076	2020-07-21 19:08:01.911639	0 days 00:11:39.983563000		0.001871246314380054	6	1				COMPLETE
6	12.283878828272327	2020-07-21 19:08:01.912152	2020-07-21 19:18:42.953246	0 days 00:10:41.041094000	0.35000000000000003	3.814698888173055e-05	7	2			pyramid_2	COMPLETE
7	13.80454406485722	2020-07-21 19:18:42.953849	2020-07-21 19:29:30.704520	0 days 00:10:47.750671000	0.05	5.8885671894004575e-05	10	2				COMPLETE
8	12.58251327504125	2020-07-21 19:29:30.705062	2020-07-21 19:40:45.053866	0 days 00:11:14.348804000		0.007197138632232873	8	1				COMPLETE
9	15.278618115129142	2020-07-21 19:40:45.054427	2020-07-21 19:51:39.332796	0 days 00:10:54.278369000	0.5	0.005164246554351473	9	3				COMPLETE
10	12.22981482459759	2020-07-21 19:51:39.333331	2020-07-21 20:02:28.367518	0 days 00:10:49.034187000	0.0	1.8799434951571888e-05	6	3		flat		COMPLETE
11	12.208744804961105	2020-07-21 20:02:28.368082	2020-07-21 20:13:34.981915	0 days 00:11:06.613833000	0.0	1.157026009481028e-05	6	3		flat		COMPLETE
12	12.215360454901333	2020-07-21 20:13:34.982464	2020-07-21 20:24:24.845318	0 days 00:10:49.862854000	0.0	1.2206394738938393e-05	7	3	flat			COMPLETE
13	13.806287398239663	2020-07-21 20:24:24.845853	2020-07-21 20:35:02.908245	0 days 00:10:38.062392000	0.15000000000000002	0.00017692641809436598	7	2			flat	COMPLETE
14	12.506391689432078	2020-07-21 20:35:02.908799	2020-07-21 20:45:54.468219	0 days 00:10:51.559420000	0.1	0.02922600776602134	6	3		pyramid_2		COMPLETE
15	12.192630194828428	2020-07-21 20:45:54.468778	2020-07-21 20:56:46.300240	0 days 00:10:51.831462000	0.25	1.4784934965027553e-05	7	3	flat			COMPLETE
16	12.741702508965854	2020-07-21 20:56:46.300801	2020-07-21 21:07:29.028314	0 days 00:10:42.727513000	0.30000000000000004	3.321740672143222e-05	8	2			pyramid_4	COMPLETE
17	13.638923408560917	2020-07-21 21:07:29.028913	2020-07-21 21:21:09.490140	0 days 00:13:40.461227000	0.4	0.0002366930883584481	7	3	flat			COMPLETE
18	13.296209924316406	2020-07-21 21:21:09.490693	2020-07-21 21:31:54.821196	0 days 00:10:45.330503000	0.25	8.08015483044575e-05	8	2			pyramid_2	COMPLETE
19	12.163629408001077	2020-07-21 21:31:54.821748	2020-07-21 21:43:11.166140	0 days 00:11:16.344392000	0.2	1.0063735200853276e-05	7	3	flat			COMPLETE
20	14.23303229054418	2020-07-21 21:43:11.166633	2020-07-21 21:54:00.307175	0 days 00:10:49.140542000	0.15000000000000002	0.000347009392698012	9	3				COMPLETE
21	12.18762715675091	2020-07-21 21:54:00.307696	2020-07-21 22:04:32.023757	0 days 00:10:31.716061000	0.25	2.3572407181056617e-05	7	3	flat			COMPLETE
22	12.208553877521384	2020-07-21 22:04:32.024265	2020-07-21 22:15:24.112109	0 days 00:10:52.087844000	0.2	2.472040238739116e-05	7	3	flat			COMPLETE
23	12.830027068355166	2020-07-21 22:15:24.112673	2020-07-21 22:26:15.661753	0 days 00:10:51.549080000	0.35000000000000003	4.874167469424798e-05	7	3	pyramid_2			COMPLETE
24	12.179378509942417	2020-07-21 22:26:15.662295	2020-07-21 22:37:11.447716	0 days 00:10:55.785421000	0.2	1.1897081299472764e-05	8	3	flat			COMPLETE
