number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	90.25652193838806	2020-07-21 21:20:15.868564	2020-07-21 21:30:47.409000	0 days 00:10:31.540436000		0.0037396795001074143	10	1				COMPLETE
1	89.62574712578919	2020-07-21 21:30:47.409510	2020-07-21 21:51:14.425999	0 days 00:20:27.016489000		1.0137113304711594e-05	9	1				COMPLETE
2	89.6060568972317	2020-07-21 21:51:14.426423	2020-07-21 22:08:15.674708	0 days 00:17:01.248285000		5.6401959736125036e-05	6	1				COMPLETE
3	53.19035121693093	2020-07-21 22:08:15.675147	2020-07-21 22:18:29.906978	0 days 00:10:14.231831000	0.35000000000000003	0.0035976439204500614	6	3		pyramid_4		COMPLETE
4	54.22857415034853	2020-07-21 22:18:29.907532	2020-07-21 22:29:55.359603	0 days 00:11:25.452071000	0.5	0.00020567654973342319	8	2			pyramid_2	COMPLETE
5	53.04413172420161	2020-07-21 22:29:55.360106	2020-07-21 23:16:43.204574	0 days 00:46:47.844468000	0.2	1.1468327948581134e-05	7	2			pyramid_2	COMPLETE
6	93.83555338816892	2020-07-21 23:16:43.205096	2020-07-21 23:28:32.529081	0 days 00:11:49.323985000	0.45	0.029599621260625916	9	3				COMPLETE
7	52.213780539488184	2020-07-21 23:28:32.529639	2020-07-21 23:39:52.479279	0 days 00:11:19.949640000	0.25	0.00895060761571394	6	3		flat		COMPLETE
8	97.63148287399926	2020-07-21 23:39:52.479790	2020-07-22 01:50:10.950593	0 days 02:10:18.470803000	0.35000000000000003	0.026020122453664484	10	3				COMPLETE
9	52.888629270788	2020-07-22 01:50:10.951114	2020-07-22 02:01:13.972396	0 days 00:11:03.021282000	0.35000000000000003	0.00996446930738069	10	2				COMPLETE
10	52.67566557704612	2020-07-22 02:01:13.972912	2020-07-22 02:11:40.869635	0 days 00:10:26.896723000	0.0	0.0008514916025613453	7	3	flat			COMPLETE
11	52.696577243012314	2020-07-22 02:11:40.870171	2020-07-22 02:22:20.901268	0 days 00:10:40.031097000	0.0	0.0007848716701094107	7	3	flat			COMPLETE
12	52.75170809736851	2020-07-22 02:22:20.901744	2020-07-22 02:32:32.674651	0 days 00:10:11.772907000	0.1	0.0007505563153717537	7	3	pyramid_2			COMPLETE
13	52.35554365654228	2020-07-22 02:32:32.675204	2020-07-22 02:43:19.126909	0 days 00:10:46.451705000	0.2	0.002482156512168499	6	3		flat		COMPLETE
14	52.19520672747733	2020-07-22 02:43:19.127414	2020-07-22 02:53:45.721832	0 days 00:10:26.594418000	0.2	0.003963667376059421	6	2			flat	COMPLETE
15	52.226184356527554	2020-07-22 02:53:45.722364	2020-07-22 03:04:12.407096	0 days 00:10:26.684732000	0.1	0.010522231339980247	6	2			flat	COMPLETE
16	53.50242011539584	2020-07-22 03:04:12.407588	2020-07-22 03:14:10.773729	0 days 00:09:58.366141000	0.25	0.010011428727127972	8	2			flat	COMPLETE
17	89.58064138041125	2020-07-22 03:14:10.774218	2020-07-22 03:23:58.888254	0 days 00:09:48.114036000		0.0024837804231954913	6	1				COMPLETE
18	53.58453155606622	2020-07-22 03:23:58.888744	2020-07-22 03:35:08.704248	0 days 00:11:09.815504000	0.25	0.00019187881259035588	7	2			pyramid_4	COMPLETE
19	53.01879667014637	2020-07-22 03:35:08.704718	2020-07-22 03:44:55.420660	0 days 00:09:46.715942000	0.1	0.018492768539726517	6	2			flat	COMPLETE
20	90.29419043713476	2020-07-22 03:44:55.421139	2020-07-22 03:55:01.366306	0 days 00:10:05.945167000		0.005573023952022868	8	1				COMPLETE
21	52.79531714320499	2020-07-22 03:55:01.366769	2020-07-22 04:05:35.042706	0 days 00:10:33.675937000	0.1	0.013071933187540128	6	2			flat	COMPLETE
22	52.64537695352974	2020-07-22 04:05:35.043200	2020-07-22 04:16:02.866976	0 days 00:10:27.823776000	0.15000000000000002	0.0014180133302938833	6	2			flat	COMPLETE
23	53.25478065764598	2020-07-22 04:16:02.867477	2020-07-22 04:26:55.232458	0 days 00:10:52.364981000	0.30000000000000004	0.007025526794948002	7	2			flat	COMPLETE
24	52.94049843305323	2020-07-22 04:26:55.232927	2020-07-22 04:37:39.343887	0 days 00:10:44.110960000	0.15000000000000002	0.02693431580451359	6	2			pyramid_4	COMPLETE
