number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	52.084885573958566	2020-07-24 16:46:07.982730	2020-07-24 16:57:12.098091	0 days 00:11:04.115361000	0.0	0.0163581283423004	10	2			COMPLETE
1	60.84042400318959	2020-07-24 16:57:12.098603	2020-07-24 17:14:43.333987	0 days 00:17:31.235384000	0.15000000000000002	4.045181401224536e-05	6	2		flat	COMPLETE
2	61.0705844266955	2020-07-24 17:14:43.334488	2020-07-24 17:35:33.870263	0 days 00:20:50.535775000	0.05	1.5276663206963716e-05	7	2		flat	COMPLETE
3	79.04792795887212	2020-07-24 17:35:33.870808	2020-07-24 17:46:26.636438	0 days 00:10:52.765630000		0.00016990945606334672	9	1			COMPLETE
4	60.7294988798169	2020-07-24 17:46:26.636968	2020-07-24 18:13:34.610251	0 days 00:27:07.973283000	0.5	1.5494380866422457e-05	6	2		flat	COMPLETE
5	48.46651565723548	2020-07-24 18:13:34.610783	2020-07-24 18:24:44.637634	0 days 00:11:10.026851000	0.25	0.01014858476569794	7	2		pyramid_2	COMPLETE
6	48.45546005861534	2020-07-24 18:24:44.638161	2020-07-24 18:35:52.499544	0 days 00:11:07.861383000	0.45	0.0016326449749671488	9	3			COMPLETE
7	79.15042436108982	2020-07-24 18:35:52.500037	2020-07-24 18:47:23.831477	0 days 00:11:31.331440000		0.0014968324383107755	8	1			COMPLETE
8	79.1464406330301	2020-07-24 18:47:23.832025	2020-07-24 18:58:06.470532	0 days 00:10:42.638507000		0.00032353826225537595	9	1			COMPLETE
9	43.2984445700585	2020-07-24 18:58:06.471003	2020-07-24 19:20:35.690925	0 days 00:22:29.219922000	0.5	1.4748820507580355e-05	9	3			COMPLETE
10	43.35804065754489	2020-07-24 19:20:35.691400	2020-07-24 19:33:35.444192	0 days 00:12:59.752792000	0.35000000000000003	5.740859683131812e-05	10	3			COMPLETE
11	43.044188439290224	2020-07-24 19:33:35.444746	2020-07-24 19:45:57.837094	0 days 00:12:22.392348000	0.35000000000000003	7.253544477723204e-05	10	3			COMPLETE
12	43.10291502672235	2020-07-24 19:45:57.837612	2020-07-24 19:58:15.135142	0 days 00:12:17.297530000	0.4	7.021381483051464e-05	10	3			COMPLETE
13	43.43906160850536	2020-07-24 19:58:15.135694	2020-07-24 20:10:24.782653	0 days 00:12:09.646959000	0.35000000000000003	9.18118009304292e-05	10	3			COMPLETE
14	46.3640442144752	2020-07-24 20:10:24.783203	2020-07-24 20:21:59.627742	0 days 00:11:34.844539000	0.35000000000000003	0.0007753374501282774	10	3			COMPLETE
15	45.61679517254547	2020-07-24 20:21:59.628271	2020-07-24 20:34:00.896510	0 days 00:12:01.268239000	0.25	0.00015644872351357309	8	3	pyramid_2		COMPLETE
16	42.36373555112749	2020-07-24 20:34:00.897021	2020-07-24 20:48:56.461175	0 days 00:14:55.564154000	0.45	3.8656980075642446e-05	10	3			COMPLETE
17	43.035538528096104	2020-07-24 20:48:56.461698	2020-07-24 21:04:28.387710	0 days 00:15:31.926012000	0.45	3.569238658489039e-05	9	3			COMPLETE
18	43.51250707482547	2020-07-24 21:04:28.388197	2020-07-24 21:21:27.578260	0 days 00:16:59.190063000	0.5	2.9689694203269085e-05	9	3			COMPLETE
19	71.29498385029193	2020-07-24 21:21:27.578802	2020-07-24 21:38:26.613141	0 days 00:16:59.034339000	0.45	1.0436045266530714e-05	8	2		pyramid_4	COMPLETE
20	44.64781416160253	2020-07-24 21:38:26.613652	2020-07-24 21:49:53.013395	0 days 00:11:26.399743000	0.15000000000000002	0.000352068231419187	9	3			COMPLETE
21	41.873968835157804	2020-07-24 21:49:53.013922	2020-07-24 22:04:58.087783	0 days 00:15:05.073861000	0.4	3.130604818134692e-05	10	3			COMPLETE
22	41.916764918427674	2020-07-24 22:04:58.088307	2020-07-24 22:20:48.498919	0 days 00:15:50.410612000	0.45	2.4999692345071714e-05	10	3			COMPLETE
23	41.92299524332323	2020-07-24 22:20:48.499406	2020-07-24 22:36:45.253046	0 days 00:15:56.753640000	0.4	2.2807201365073186e-05	10	3			COMPLETE
24	41.67548974913382	2020-07-24 22:36:45.253549	2020-07-24 23:01:02.099568	0 days 00:24:16.846019000	0.4	1.01505578924587e-05	10	3			COMPLETE
