number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	26.107678524324264	2020-07-22 10:54:19.784103	2020-07-22 11:04:13.954531	0 days 00:09:54.170428000	0.25	0.00015364284471265866	9	2			flat		COMPLETE
1	14.820796829479969	2020-07-22 11:04:13.955048	2020-07-22 11:14:20.162212	0 days 00:10:06.207164000	0.4	0.0012804662176663273	9	3					COMPLETE
2	17.96968563923722	2020-07-22 11:14:20.162674	2020-07-22 11:24:23.361953	0 days 00:10:03.199279000	0.05	0.0036298347368806773	9	3					COMPLETE
3	15.788902307646977	2020-07-22 11:24:23.362443	2020-07-22 11:34:02.136856	0 days 00:09:38.774413000		0.015121809285109188	7	1					COMPLETE
4	14.825678971105924	2020-07-22 11:34:02.137303	2020-07-22 11:44:18.239113	0 days 00:10:16.101810000	0.25	0.00041532972458090567	8	3	pyramid_2				COMPLETE
5	24.891930594230942	2020-07-22 11:44:18.239570	2020-07-22 11:54:24.566128	0 days 00:10:06.326558000	0.0	0.00041065061743088185	6	2				flat	COMPLETE
6	15.747561479887215	2020-07-22 11:54:24.566567	2020-07-22 12:04:58.019865	0 days 00:10:33.453298000	0.45	7.390025043918753e-05	6	3		pyramid_4			COMPLETE
7	15.731117990320072	2020-07-22 12:04:58.020346	2020-07-22 12:15:35.552394	0 days 00:10:37.532048000	0.45	0.0047654113540193666	6	3		pyramid_4			COMPLETE
8	19.507564871304865	2020-07-22 12:15:35.552843	2020-07-22 12:26:09.908643	0 days 00:10:34.355800000	0.0	0.006810465050606644	6	3		pyramid_4			COMPLETE
9	18.184850206774804	2020-07-22 12:26:09.909104	2020-07-22 12:36:18.096011	0 days 00:10:08.186907000		0.0006528243518878204	8	1					COMPLETE
10	16.185883878537556	2020-07-22 12:36:18.096460	2020-07-22 12:46:31.941437	0 days 00:10:13.844977000	0.35000000000000003	0.0014882662909767319	10	2					COMPLETE
11	14.948374881896163	2020-07-22 12:46:31.941910	2020-07-22 12:57:06.563262	0 days 00:10:34.621352000	0.2	1.3254281777945817e-05	8	3	pyramid_2				COMPLETE
12	14.83836823057517	2020-07-22 12:57:06.563713	2020-07-22 13:07:15.235167	0 days 00:10:08.671454000	0.30000000000000004	0.00011328044871398543	9	3					COMPLETE
13	18.164957727676782	2020-07-22 13:07:15.235615	2020-07-22 13:17:32.408111	0 days 00:10:17.172496000	0.15000000000000002	0.0008840143428201106	10	2					COMPLETE
14	15.073055050661878	2020-07-22 13:17:32.408584	2020-07-22 13:27:55.235227	0 days 00:10:22.826643000	0.35000000000000003	0.0003504126761650047	7	3	pyramid_2				COMPLETE
15	15.340684989005037	2020-07-22 13:27:55.235742	2020-07-22 13:37:54.929509	0 days 00:09:59.693767000	0.5	2.4515859269262946e-05	9	2			pyramid_2		COMPLETE
16	15.087939083217416	2020-07-22 13:37:54.929978	2020-07-22 13:48:10.689892	0 days 00:10:15.759914000	0.4	0.002138933663097347	8	3	flat				COMPLETE
17	15.239298362995017	2020-07-22 13:48:10.690389	2020-07-22 13:58:25.697706	0 days 00:10:15.007317000	0.15000000000000002	4.205433601888163e-05	7	3	pyramid_2				COMPLETE
18	15.315987931471605	2020-07-22 13:58:25.698153	2020-07-22 14:08:40.517980	0 days 00:10:14.819827000	0.25	0.029954753489835378	10	2					COMPLETE
19	18.58259385744562	2020-07-22 14:08:40.518408	2020-07-22 14:18:31.133395	0 days 00:09:50.614987000		0.0002091191932505741	9	1					COMPLETE
20	14.621238753395518	2020-07-22 14:18:31.133844	2020-07-22 14:28:55.506363	0 days 00:10:24.372519000	0.5	0.0008647212090170824	8	3	flat				COMPLETE
21	14.57872726672482	2020-07-22 14:28:55.506815	2020-07-22 14:39:28.103499	0 days 00:10:32.596684000	0.5	0.0010379778031287686	8	3	flat				COMPLETE
22	14.699795744662365	2020-07-22 14:39:28.103986	2020-07-22 14:49:55.137863	0 days 00:10:27.033877000	0.5	0.0012568244685812998	7	3	flat				COMPLETE
23	14.558954396107048	2020-07-22 14:49:55.138361	2020-07-22 15:00:15.118370	0 days 00:10:19.980009000	0.5	0.002329934216628864	7	3	flat				COMPLETE
24	14.604799470936904	2020-07-22 15:00:15.118851	2020-07-22 15:10:19.151939	0 days 00:10:04.033088000	0.5	0.009633833968189634	7	3	flat				COMPLETE
