number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	110.36261944666423	2020-07-22 10:35:40.908203	2020-07-22 10:56:21.690795	0 days 00:20:40.782592000		1.1364869550397681e-05	10	1				COMPLETE
1	60.62457548888567	2020-07-22 10:56:21.691246	2020-07-22 11:07:16.125900	0 days 00:10:54.434654000	0.45	0.001011198566542523	6	3		pyramid_4		COMPLETE
2	61.67054556511863	2020-07-22 11:07:16.126403	2020-07-22 11:24:14.987151	0 days 00:16:58.860748000	0.15000000000000002	5.371812463749339e-05	8	2			pyramid_2	COMPLETE
3	59.054722177520674	2020-07-22 11:24:14.987647	2020-07-22 11:36:01.619020	0 days 00:11:46.631373000	0.1	0.0028763832831078763	7	3	flat			COMPLETE
4	59.71584940889259	2020-07-22 11:36:01.619565	2020-07-22 12:08:54.382267	0 days 00:32:52.762702000	0.35000000000000003	2.890047017495778e-05	7	2			pyramid_2	COMPLETE
5	59.36372286266863	2020-07-22 12:08:54.382818	2020-07-22 12:21:06.020551	0 days 00:12:11.637733000	0.1	7.884647095523294e-05	8	3	pyramid_2			COMPLETE
6	59.37516803677371	2020-07-22 12:21:06.021111	2020-07-22 12:47:42.082175	0 days 00:26:36.061064000	0.25	1.0107860413991162e-05	9	3				COMPLETE
7	60.03410887616847	2020-07-22 12:47:42.082705	2020-07-22 12:58:22.624923	0 days 00:10:40.542218000	0.05	0.0011818532349600697	8	3	pyramid_2			COMPLETE
8	59.451463321432826	2020-07-22 12:58:22.625452	2020-07-22 13:09:05.808165	0 days 00:10:43.182713000	0.1	0.003911332006767788	7	2			pyramid_2	COMPLETE
9	60.42428205848647	2020-07-22 13:09:05.808681	2020-07-22 13:21:11.167242	0 days 00:12:05.358561000	0.15000000000000002	0.014813564022639007	7	2			pyramid_4	COMPLETE
10	111.22903791621552	2020-07-22 13:21:11.167788	2020-07-22 13:31:55.995418	0 days 00:10:44.827630000		0.01845307210552292	6	1				COMPLETE
11	60.17619215772175	2020-07-22 13:31:55.995924	2020-07-22 13:43:43.098639	0 days 00:11:47.102715000	0.0	0.0002600128123733211	9	3				COMPLETE
12	59.55394780350069	2020-07-22 13:43:43.099160	2020-07-22 13:55:30.848344	0 days 00:11:47.749184000	0.25	0.00016208929801367423	9	3				COMPLETE
13	60.831384013343765	2020-07-22 13:55:30.848849	2020-07-22 14:08:08.488007	0 days 00:12:37.639158000	0.0	0.0033257200128725926	7	3	flat			COMPLETE
14	59.255051544216435	2020-07-22 14:08:08.488498	2020-07-22 14:20:59.135379	0 days 00:12:50.646881000	0.15000000000000002	0.00010038065281292866	8	3	flat			COMPLETE
15	59.076697104024845	2020-07-22 14:20:59.135964	2020-07-22 14:34:35.793754	0 days 00:13:36.657790000	0.2	0.00041903883666438393	6	2			flat	COMPLETE
16	110.97349817601481	2020-07-22 14:34:35.794239	2020-07-22 14:45:16.629930	0 days 00:10:40.835691000		0.004712019121745883	6	1				COMPLETE
17	58.91345733078637	2020-07-22 14:45:16.630447	2020-07-22 14:58:47.184082	0 days 00:13:30.553635000	0.30000000000000004	0.0004124277766256507	6	2			flat	COMPLETE
18	110.34738417615814	2020-07-22 14:58:47.184606	2020-07-22 15:09:34.473524	0 days 00:10:47.288918000		0.0012546009398127567	7	1				COMPLETE
19	58.97251637752408	2020-07-22 15:09:34.474076	2020-07-22 15:21:22.629754	0 days 00:11:48.155678000	0.35000000000000003	0.007439121736519444	6	2			flat	COMPLETE
20	58.856171612403124	2020-07-22 15:21:22.630289	2020-07-22 15:34:18.431737	0 days 00:12:55.801448000	0.35000000000000003	0.00820658366751401	6	2			flat	COMPLETE
21	59.11362082378681	2020-07-22 15:34:18.432230	2020-07-22 15:46:19.202510	0 days 00:12:00.770280000	0.35000000000000003	0.009860811973311106	6	2			flat	COMPLETE
22	59.00379851976525	2020-07-22 15:46:19.203028	2020-07-22 15:58:43.737577	0 days 00:12:24.534549000	0.35000000000000003	0.029457536516613415	6	2			flat	COMPLETE
23	58.97179576711208	2020-07-22 15:58:43.738055	2020-07-22 16:11:41.526800	0 days 00:12:57.788745000	0.45	0.0006751099502956569	6	2			flat	COMPLETE
24	58.974153499073736	2020-07-22 16:11:41.527339	2020-07-22 16:24:39.247182	0 days 00:12:57.719843000	0.5	0.0005067978614561398	6	2			flat	COMPLETE
