number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	57.27831505798136	2020-07-23 00:44:25.127884	2020-07-23 00:55:55.152535	0 days 00:11:30.024651000	0.4	0.000207413095333458	8	3	pyramid_2			COMPLETE
1	61.21135265511004	2020-07-23 00:55:55.153075	2020-07-23 01:06:53.025165	0 days 00:10:57.872090000	0.35000000000000003	0.0015285599426536687	6	2			pyramid_4	COMPLETE
2	105.45727595812683	2020-07-23 01:06:53.025660	2020-07-23 01:20:17.108932	0 days 00:13:24.083272000		0.0001734939643129453	6	1				COMPLETE
3	55.95828306858756	2020-07-23 01:20:17.109427	2020-07-23 01:42:44.171119	0 days 00:22:27.061692000	0.15000000000000002	3.2412290709995004e-05	9	3				COMPLETE
4	105.46865515790284	2020-07-23 01:42:44.171610	2020-07-23 01:53:25.172361	0 days 00:10:41.000751000		0.0004681275438143268	8	1				COMPLETE
5	59.53705342070122	2020-07-23 01:53:25.172826	2020-07-23 02:05:08.144838	0 days 00:11:42.972012000	0.30000000000000004	0.00023206252682150927	9	2		pyramid_2		COMPLETE
6	78.75847684540042	2020-07-23 02:05:08.145322	2020-07-23 02:15:23.867137	0 days 00:10:15.721815000		0.027385376335388675	10	1				COMPLETE
7	105.90079483654206	2020-07-23 02:15:23.867655	2020-07-23 02:26:56.738946	0 days 00:11:32.871291000		0.0019178427391425893	9	1				COMPLETE
8	58.32775385380411	2020-07-23 02:26:56.739407	2020-07-23 02:59:09.579413	0 days 00:32:12.840006000	0.30000000000000004	1.683642305537482e-05	10	2				COMPLETE
9	106.40595786996114	2020-07-23 02:59:09.579883	2020-07-23 03:10:39.567877	0 days 00:11:29.987994000		0.009308133717075338	10	1				COMPLETE
10	59.3825083766551	2020-07-23 03:10:39.568410	2020-07-23 03:43:54.111642	0 days 00:33:14.543232000	0.0	1.075323563328054e-05	7	3	flat			COMPLETE
11	55.93221906240965	2020-07-23 03:43:54.112159	2020-07-23 03:58:04.359941	0 days 00:14:10.247782000	0.05	6.29129384168847e-05	8	3	pyramid_2			COMPLETE
12	56.98030223311266	2020-07-23 03:58:04.360508	2020-07-23 04:11:49.019117	0 days 00:13:44.658609000	0.05	4.7574181749295093e-05	9	3				COMPLETE
13	57.71290191006204	2020-07-23 04:11:49.019617	2020-07-23 04:26:11.673666	0 days 00:14:22.654049000	0.15000000000000002	5.237628909791101e-05	7	3	pyramid_2			COMPLETE
14	56.60977147050628	2020-07-23 04:26:11.674249	2020-07-23 04:45:25.551608	0 days 00:19:13.877359000	0.15000000000000002	3.165088654550111e-05	8	3	pyramid_2			COMPLETE
15	57.372578350757365	2020-07-23 04:45:25.552098	2020-07-23 04:59:31.960513	0 days 00:14:06.408415000	0.15000000000000002	7.520601158772196e-05	7	3	pyramid_2			COMPLETE
16	61.68058517046375	2020-07-23 04:59:31.961056	2020-07-23 05:29:58.437328	0 days 00:30:26.476272000	0.05	1.0585526447241892e-05	9	2		flat		COMPLETE
17	56.25537697480879	2020-07-23 05:29:58.437812	2020-07-23 05:50:06.093980	0 days 00:20:07.656168000	0.2	2.354460146761982e-05	9	3				COMPLETE
18	59.707457512301595	2020-07-23 05:50:06.094463	2020-07-23 06:03:48.634876	0 days 00:13:42.540413000	0.0	0.00012154058050723529	8	2			flat	COMPLETE
19	58.42542935051314	2020-07-23 06:03:48.635390	2020-07-23 06:16:13.618405	0 days 00:12:24.983015000	0.5	0.0006355851391960477	7	3	flat			COMPLETE
20	56.60381754439143	2020-07-23 06:16:13.618983	2020-07-23 06:30:07.537714	0 days 00:13:53.918731000	0.1	9.027318948645697e-05	9	3				COMPLETE
21	56.26720732180921	2020-07-23 06:30:07.538185	2020-07-23 06:50:33.407415	0 days 00:20:25.869230000	0.2	2.3685513827959308e-05	9	3				COMPLETE
22	55.82376683096017	2020-07-23 06:50:33.407902	2020-07-23 07:18:32.495753	0 days 00:27:59.087851000	0.25	1.0286461102129938e-05	8	3	pyramid_2			COMPLETE
23	55.668247525073795	2020-07-23 07:18:32.496301	2020-07-23 07:43:50.987764	0 days 00:25:18.491463000	0.25	1.3808267295681781e-05	8	3	pyramid_2			COMPLETE
24	55.40421538441411	2020-07-23 07:43:50.988262	2020-07-23 08:14:54.308603	0 days 00:31:03.320341000	0.25	1.0194990051203524e-05	8	3	pyramid_2			COMPLETE
