number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	22.382760017320816	2020-07-21 23:44:43.420508	2020-07-21 23:54:44.190215	0 days 00:10:00.769707000		0.00029443131585182993	7	1				COMPLETE
1	26.672956779554184	2020-07-21 23:54:44.190724	2020-07-22 00:05:27.718741	0 days 00:10:43.528017000	0.05	0.0015299641305031018	8	3	pyramid_2			COMPLETE
2	19.111539286889194	2020-07-22 00:05:27.719222	2020-07-22 00:15:57.666947	0 days 00:10:29.947725000	0.5	5.783331019705214e-05	7	2			flat	COMPLETE
3	20.642125213326235	2020-07-22 00:15:57.667489	2020-07-22 00:26:13.121804	0 days 00:10:15.454315000		0.01010876862428125	6	1				COMPLETE
4	19.264651729377995	2020-07-22 00:26:13.122270	2020-07-22 00:36:52.252666	0 days 00:10:39.130396000	0.25	8.586436769536694e-05	9	3				COMPLETE
5	18.90480592512136	2020-07-22 00:36:52.253239	2020-07-22 00:47:13.423783	0 days 00:10:21.170544000		1.4125480306056359e-05	8	1				COMPLETE
6	18.905935221543047	2020-07-22 00:47:13.424201	2020-07-22 00:57:30.546153	0 days 00:10:17.121952000		2.5399659459336492e-05	7	1				COMPLETE
7	20.543610478057996	2020-07-22 00:57:30.546612	2020-07-22 01:07:50.969488	0 days 00:10:20.422876000	0.5	0.009783021529580016	7	2			pyramid_4	COMPLETE
8	18.495492023215053	2020-07-22 01:07:50.969970	2020-07-22 01:21:05.610995	0 days 00:13:14.641025000	0.1	2.318577466298799e-05	10	3				COMPLETE
9	19.127645430452734	2020-07-22 01:21:05.611510	2020-07-22 01:31:31.020684	0 days 00:10:25.409174000	0.05	6.506091610404152e-05	6	2			flat	COMPLETE
10	23.26638980437126	2020-07-22 01:31:31.021210	2020-07-22 01:42:14.840415	0 days 00:10:43.819205000	0.2	0.0010771151064685666	10	3				COMPLETE
11	18.951114052877923	2020-07-22 01:42:14.840881	2020-07-22 01:52:33.996806	0 days 00:10:19.155925000		1.0699365247436537e-05	10	1				COMPLETE
12	18.87054937261148	2020-07-22 01:52:33.997245	2020-07-22 02:03:46.283390	0 days 00:11:12.286145000	0.2	1.574049676933782e-05	9	3				COMPLETE
13	20.347257876961976	2020-07-22 02:03:46.283873	2020-07-22 02:14:14.759440	0 days 00:10:28.475567000	0.2	0.00029947794615709373	9	3				COMPLETE
14	18.84592258427061	2020-07-22 02:14:14.759891	2020-07-22 02:24:34.113011	0 days 00:10:19.353120000	0.30000000000000004	2.699615514446121e-05	9	3				COMPLETE
15	18.852204016930862	2020-07-22 02:24:34.113509	2020-07-22 02:35:13.200846	0 days 00:10:39.087337000	0.4	0.0001073720662267463	10	3				COMPLETE
16	19.910480003781913	2020-07-22 02:35:13.201345	2020-07-22 02:45:42.033202	0 days 00:10:28.831857000	0.35000000000000003	3.892446248688649e-05	9	2		pyramid_2		COMPLETE
17	18.932922532989746	2020-07-22 02:45:42.033770	2020-07-22 02:56:28.044979	0 days 00:10:46.011209000	0.0	0.00020281343573161676	10	3				COMPLETE
18	22.019284568779874	2020-07-22 02:56:28.045427	2020-07-22 03:07:30.077657	0 days 00:11:02.032230000	0.30000000000000004	0.0024474285395219343	9	2		flat		COMPLETE
19	18.500288017468574	2020-07-22 03:07:30.078135	2020-07-22 03:21:16.443725	0 days 00:13:46.365590000	0.1	1.8984330787455153e-05	10	3				COMPLETE
20	18.511997002396722	2020-07-22 03:21:16.444228	2020-07-22 03:34:57.034360	0 days 00:13:40.590132000	0.1	1.1216129433393766e-05	10	3				COMPLETE
21	18.49739518253451	2020-07-22 03:34:57.034865	2020-07-22 03:48:49.039135	0 days 00:13:52.004270000	0.1	1.2233953152145344e-05	10	3				COMPLETE
22	18.498849227918765	2020-07-22 03:48:49.039684	2020-07-22 04:02:34.501940	0 days 00:13:45.462256000	0.1	2.2367252971008942e-05	10	3				COMPLETE
23	18.598162957256395	2020-07-22 04:02:34.502444	2020-07-22 04:15:27.635184	0 days 00:12:53.132740000	0.1	3.8019756752952914e-05	10	3				COMPLETE
24	18.651841037065555	2020-07-22 04:15:27.635662	2020-07-22 04:29:09.241510	0 days 00:13:41.605848000	0.0	1.0714912634187033e-05	10	3				COMPLETE
