number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	52.65655210373778	2020-07-21 16:22:41.196246	2020-07-21 16:40:23.978569	0 days 00:17:42.782323000	0.1	6.749354053961025e-05	8	2				pyramid_2	COMPLETE
1	51.84725238167889	2020-07-21 16:40:23.979209	2020-07-21 16:53:03.198895	0 days 00:12:39.219686000	0.5	0.00040755216962230117	7	3	pyramid_2				COMPLETE
2	100.5490240277537	2020-07-21 16:53:03.199428	2020-07-21 17:07:58.919953	0 days 00:14:55.720525000		4.330761210284984e-05	10	1					COMPLETE
3	53.1682231909235	2020-07-21 17:07:58.920521	2020-07-21 17:24:23.126033	0 days 00:16:24.205512000	0.45	0.0024418669147745864	10	3					COMPLETE
4	52.63469172585736	2020-07-21 17:24:23.126618	2020-07-21 17:36:34.701749	0 days 00:12:11.575131000	0.35000000000000003	0.00048035085852930206	7	2				pyramid_4	COMPLETE
5	52.477338559506094	2020-07-21 17:36:34.702328	2020-07-21 17:55:51.866743	0 days 00:19:17.164415000	0.25	4.4970267645831934e-05	9	2			pyramid_2		COMPLETE
6	52.857294912169834	2020-07-21 17:55:51.867329	2020-07-21 18:28:14.086250	0 days 00:32:22.218921000	0.5	9.14085559771775e-05	6	2				flat	COMPLETE
7	50.63112296653971	2020-07-21 18:28:14.086845	2020-07-21 18:44:24.615233	0 days 00:16:10.528388000	0.2	5.793184844020139e-05	7	3	pyramid_2				COMPLETE
8	101.56692786771914	2020-07-21 18:44:24.615789	2020-07-21 18:54:45.915363	0 days 00:10:21.299574000		0.013322967834557114	8	1					COMPLETE
9	100.55986112923298	2020-07-21 18:54:45.915931	2020-07-21 19:12:44.499616	0 days 00:17:58.583685000		2.698809866713238e-05	9	1					COMPLETE
10	52.774794060127036	2020-07-21 19:12:44.500160	2020-07-21 19:59:23.465863	0 days 00:46:38.965703000	0.0	1.2435354750369146e-05	6	3		flat			COMPLETE
11	52.25069779195931	2020-07-21 19:59:23.466445	2020-07-21 20:11:16.111125	0 days 00:11:52.644680000	0.15000000000000002	0.00039470556803145084	7	3	pyramid_2				COMPLETE
12	52.093921236391424	2020-07-21 20:11:16.111687	2020-07-21 20:23:50.946049	0 days 00:12:34.834362000	0.25	0.0023275294753965204	7	3	pyramid_2				COMPLETE
13	51.36095455402357	2020-07-21 20:23:50.946637	2020-07-21 20:36:26.704636	0 days 00:12:35.757999000	0.35000000000000003	0.00021228555378065484	7	3	pyramid_2				COMPLETE
14	51.91195056774048	2020-07-21 20:36:26.705221	2020-07-21 20:50:14.511679	0 days 00:13:47.806458000	0.35000000000000003	0.00020344887291474147	6	3		pyramid_2			COMPLETE
15	52.14540171124428	2020-07-21 20:50:14.512235	2020-07-21 21:02:30.679935	0 days 00:12:16.167700000	0.35000000000000003	0.0013877276411903168	8	3	flat				COMPLETE
16	52.332436855148686	2020-07-21 21:02:30.680528	2020-07-21 21:52:34.312084	0 days 00:50:03.631556000	0.2	1.4562984640276088e-05	7	2				pyramid_4	COMPLETE
17	51.027456966291005	2020-07-21 21:52:34.312585	2020-07-21 22:04:31.102557	0 days 00:11:56.789972000	0.30000000000000004	0.0001477126365386763	6	3		pyramid_4			COMPLETE
18	51.27832179353083	2020-07-21 22:04:31.103053	2020-07-21 22:16:37.543608	0 days 00:12:06.440555000	0.05	0.00014947068925697912	6	3		pyramid_4			COMPLETE
19	52.88319808090387	2020-07-21 22:16:37.544166	2020-07-21 23:10:43.294682	0 days 00:54:05.750516000	0.2	2.1662677738515395e-05	6	2				pyramid_2	COMPLETE
20	105.98689032136645	2020-07-21 23:10:43.295194	2020-07-21 23:21:23.971472	0 days 00:10:40.676278000	0.30000000000000004	0.016989524447744108	9	3					COMPLETE
21	51.022458481419434	2020-07-21 23:21:23.972036	2020-07-21 23:33:08.912041	0 days 00:11:44.940005000	0.0	0.00011461180109494279	6	3		pyramid_4			COMPLETE
22	51.18590400633997	2020-07-21 23:33:08.912624	2020-07-21 23:44:53.402918	0 days 00:11:44.490294000	0.0	0.00010999404334108703	6	3		pyramid_4			COMPLETE
23	53.2252925351691	2020-07-21 23:44:53.403458	2020-07-21 23:56:22.756119	0 days 00:11:29.352661000	0.1	0.0007785375056462677	6	3		pyramid_4			COMPLETE
24	51.04637270734787	2020-07-21 23:56:22.756616	2020-07-22 00:17:16.431215	0 days 00:20:53.674599000	0.4	5.407759923406929e-05	7	3	flat				COMPLETE
