number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	14.507485001903468	2020-07-22 15:55:24.576744	2020-07-22 16:08:11.433636	0 days 00:12:46.856892000		0.0001950348201538783	10	1				COMPLETE
1	19.382480723841994	2020-07-22 16:08:11.434122	2020-07-22 16:19:00.746019	0 days 00:10:49.311897000	0.45	0.00011250706884071113	10	2				COMPLETE
2	10.712937828291375	2020-07-22 16:19:00.746460	2020-07-22 16:29:59.737173	0 days 00:10:58.990713000		1.2634658258004111e-05	8	1				COMPLETE
3	43.184561066868845	2020-07-22 16:29:59.737656	2020-07-22 16:40:59.410174	0 days 00:10:59.672518000	0.1	0.0015921057830296922	7	2			flat	COMPLETE
4	64.56889200822573	2020-07-22 16:40:59.410685	2020-07-22 16:51:38.168664	0 days 00:10:38.757979000		0.007424699428358835	10	1				COMPLETE
5	10.709871092751179	2020-07-22 16:51:38.169134	2020-07-22 17:02:12.782425	0 days 00:10:34.613291000		4.538186627365666e-05	7	1				COMPLETE
6	10.872887547861408	2020-07-22 17:02:12.782907	2020-07-22 17:12:57.672347	0 days 00:10:44.889440000	0.25	2.3184264639973123e-05	7	2			pyramid_2	COMPLETE
7	13.162639264015898	2020-07-22 17:12:57.672830	2020-07-22 17:23:39.268587	0 days 00:10:41.595757000	0.2	0.00011062301325980775	7	2			pyramid_2	COMPLETE
8	29.352030395579156	2020-07-22 17:23:39.269113	2020-07-22 17:34:40.206882	0 days 00:11:00.937769000	0.4	0.003599119047170534	8	2			pyramid_2	COMPLETE
9	12.734839786888493	2020-07-22 17:34:40.207363	2020-07-22 17:47:22.960484	0 days 00:12:42.753121000		0.010666044699314174	6	1				COMPLETE
10	11.466126387542065	2020-07-22 17:47:22.960945	2020-07-22 17:58:17.750062	0 days 00:10:54.789117000	0.0	3.397266540859093e-05	6	3		pyramid_2		COMPLETE
11	10.718438376073877	2020-07-22 17:58:17.750550	2020-07-22 18:09:33.978858	0 days 00:11:16.228308000		1.0417487682124082e-05	8	1				COMPLETE
12	10.715821550254443	2020-07-22 18:09:33.979316	2020-07-22 18:20:27.403275	0 days 00:10:53.423959000		1.1528588002461116e-05	9	1				COMPLETE
13	12.327286983701795	2020-07-22 18:20:27.403730	2020-07-22 18:31:22.449427	0 days 00:10:55.045697000	0.30000000000000004	4.251440922350591e-05	9	3				COMPLETE
14	14.628471099157908	2020-07-22 18:31:22.449913	2020-07-22 18:43:52.562669	0 days 00:12:30.112756000		0.0005289345164932064	7	1				COMPLETE
15	10.71326063750739	2020-07-22 18:43:52.563137	2020-07-22 18:54:47.761309	0 days 00:10:55.198172000		1.2809442900559292e-05	8	1				COMPLETE
16	11.435827984201776	2020-07-22 18:54:47.761775	2020-07-22 19:05:15.984466	0 days 00:10:28.222691000		6.625564922202565e-05	9	1				COMPLETE
17	13.287125991758863	2020-07-22 19:05:15.984909	2020-07-22 19:15:43.821516	0 days 00:10:27.836607000		0.00035478832219962427	6	1				COMPLETE
18	30.69620806617224	2020-07-22 19:15:43.822005	2020-07-22 19:26:25.761102	0 days 00:10:41.939097000	0.0	0.02934558371052241	7	2			pyramid_4	COMPLETE
19	10.961489236266484	2020-07-22 19:26:25.761555	2020-07-22 19:37:22.393239	0 days 00:10:56.631684000	0.5	2.2416851838552902e-05	8	3	flat			COMPLETE
20	12.621043288158994	2020-07-22 19:37:22.393705	2020-07-22 19:50:00.963339	0 days 00:12:38.569634000		0.0013592597164533407	9	1				COMPLETE
21	10.72215540458639	2020-07-22 19:50:00.963783	2020-07-22 20:01:15.244742	0 days 00:11:14.280959000		1.0754570469092926e-05	8	1				COMPLETE
22	10.714577134614517	2020-07-22 20:01:15.245199	2020-07-22 20:12:15.932568	0 days 00:11:00.687369000		1.318889371646161e-05	8	1				COMPLETE
23	10.753660189764044	2020-07-22 20:12:15.933010	2020-07-22 20:22:52.504539	0 days 00:10:36.571529000		6.2804940206268e-05	7	1				COMPLETE
24	10.719152252001068	2020-07-22 20:22:52.505046	2020-07-22 20:33:42.936017	0 days 00:10:50.430971000		2.0185161943433053e-05	8	1				COMPLETE
