number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.05700773534285134	2021-05-24 04:35:45.100569	2021-05-24 04:50:01.814564	0 days 00:14:16.713995000	1	COMPLETE
1	0.08867203803546105	2021-05-24 04:50:01.815050	2021-05-24 05:04:35.286071	0 days 00:14:33.471021000	9	COMPLETE
2	0.08196308960374174	2021-05-24 05:04:35.286657	2021-05-24 05:18:54.887169	0 days 00:14:19.600512000	3	COMPLETE
3		2021-05-24 05:18:54.887734	2021-05-24 05:18:54.888180	0 days 00:00:00.000446000	3	PRUNED
4	0.09115145681865901	2021-05-24 05:18:54.974289	2021-05-24 05:33:16.815969	0 days 00:14:21.841680000	7	COMPLETE
5		2021-05-24 05:33:16.824335	2021-05-24 05:33:16.824898	0 days 00:00:00.000563000	9	PRUNED
6		2021-05-24 05:33:16.909157	2021-05-24 05:33:16.909770	0 days 00:00:00.000613000	1	PRUNED
7		2021-05-24 05:33:16.985206	2021-05-24 05:33:16.985807	0 days 00:00:00.000601000	1	PRUNED
8		2021-05-24 05:33:17.040407	2021-05-24 05:33:17.041017	0 days 00:00:00.000610000	1	PRUNED
9		2021-05-24 05:33:17.093551	2021-05-24 05:33:17.094289	0 days 00:00:00.000738000	3	PRUNED
10		2021-05-24 05:33:17.146067	2021-05-24 05:33:17.181849	0 days 00:00:00.035782000	7	PRUNED
11		2021-05-24 05:33:17.234176	2021-05-24 05:33:17.235786	0 days 00:00:00.001610000	9	PRUNED
12		2021-05-24 05:33:17.287544	2021-05-24 05:33:17.289182	0 days 00:00:00.001638000	7	PRUNED
13		2021-05-24 05:33:17.340741	2021-05-24 05:33:17.342404	0 days 00:00:00.001663000	7	PRUNED
14		2021-05-24 05:33:17.394056	2021-05-24 05:33:17.395749	0 days 00:00:00.001693000	9	PRUNED
15		2021-05-24 05:33:17.447877	2021-05-24 05:33:17.449626	0 days 00:00:00.001749000	7	PRUNED
16	0.09524101765974478	2021-05-24 05:33:17.518013	2021-05-24 05:46:56.764377	0 days 00:13:39.246364000	5	COMPLETE
