number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.3318822316447256	2021-05-23 06:51:34.085385	2021-05-23 07:05:00.344437	0 days 00:13:26.259052000	9	COMPLETE
1	1.3503361623256458	2021-05-23 07:05:00.344865	2021-05-23 07:18:52.316250	0 days 00:13:51.971385000	7	COMPLETE
2	1.5324269418823844	2021-05-23 07:18:52.316831	2021-05-23 07:32:51.183484	0 days 00:13:58.866653000	3	COMPLETE
3	1.405996602456352	2021-05-23 07:32:51.184099	2021-05-23 07:51:06.253624	0 days 00:18:15.069525000	5	COMPLETE
4		2021-05-23 07:51:06.254269	2021-05-23 07:51:06.254766	0 days 00:00:00.000497000	3	PRUNED
5		2021-05-23 07:51:06.343928	2021-05-23 07:51:06.344589	0 days 00:00:00.000661000	5	PRUNED
6		2021-05-23 07:51:06.433842	2021-05-23 07:51:06.434543	0 days 00:00:00.000701000	5	PRUNED
7		2021-05-23 07:51:06.523678	2021-05-23 07:51:06.524415	0 days 00:00:00.000737000	7	PRUNED
8		2021-05-23 07:51:06.613588	2021-05-23 07:51:06.614354	0 days 00:00:00.000766000	7	PRUNED
9		2021-05-23 07:51:06.703828	2021-05-23 07:51:06.704631	0 days 00:00:00.000803000	7	PRUNED
10		2021-05-23 07:51:06.793412	2021-05-23 07:51:06.795749	0 days 00:00:00.002337000	9	PRUNED
11		2021-05-23 07:51:06.884835	2021-05-23 07:51:06.887060	0 days 00:00:00.002225000	9	PRUNED
12		2021-05-23 07:51:06.976207	2021-05-23 07:51:06.978299	0 days 00:00:00.002092000	9	PRUNED
13		2021-05-23 07:51:07.067081	2021-05-23 07:51:07.069225	0 days 00:00:00.002144000	7	PRUNED
14		2021-05-23 07:51:07.159095	2021-05-23 07:51:07.161316	0 days 00:00:00.002221000	9	PRUNED
15	2.0145796127930424	2021-05-23 07:51:07.250790	2021-05-23 08:09:07.749897	0 days 00:18:00.499107000	1	COMPLETE
