number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.4075924760879768	2021-05-23 13:51:42.486113	2021-05-23 14:07:03.804189	0 days 00:15:21.318076000	5	COMPLETE
1	1.3406069995997005	2021-05-23 14:07:03.804736	2021-05-23 14:19:30.612840	0 days 00:12:26.808104000	7	COMPLETE
2		2021-05-23 14:19:30.613381	2021-05-23 14:19:30.613802	0 days 00:00:00.000421000	5	PRUNED
3	1.530935849417423	2021-05-23 14:19:30.712420	2021-05-23 14:32:11.131597	0 days 00:12:40.419177000	3	COMPLETE
4	1.9522728689327462	2021-05-23 14:32:11.132288	2021-05-23 14:44:09.940253	0 days 00:11:58.807965000	1	COMPLETE
5		2021-05-23 14:44:09.940958	2021-05-23 14:44:09.941528	0 days 00:00:00.000570000	3	PRUNED
6		2021-05-23 14:44:10.046954	2021-05-23 14:44:10.047665	0 days 00:00:00.000711000	7	PRUNED
7		2021-05-23 14:44:10.153422	2021-05-23 14:44:10.154165	0 days 00:00:00.000743000	5	PRUNED
8		2021-05-23 14:44:10.260682	2021-05-23 14:44:10.261479	0 days 00:00:00.000797000	1	PRUNED
9		2021-05-23 14:44:10.368360	2021-05-23 14:44:10.369185	0 days 00:00:00.000825000	5	PRUNED
10	1.287136441636694	2021-05-23 14:44:10.477604	2021-05-23 14:56:52.661917	0 days 00:12:42.184313000	9	COMPLETE
