number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.3602359906908088	2021-05-23 14:05:28.032983	2021-05-23 14:18:18.744667	0 days 00:12:50.711684000	7	COMPLETE
1		2021-05-23 14:18:18.745204	2021-05-23 14:18:18.745655	0 days 00:00:00.000451000	7	PRUNED
2	1.8578119000288227	2021-05-23 14:18:18.846941	2021-05-23 14:31:38.334414	0 days 00:13:19.487473000	1	COMPLETE
3	1.471782114512485	2021-05-23 14:31:38.335042	2021-05-23 14:45:28.168766	0 days 00:13:49.833724000	3	COMPLETE
4	1.3324650063543246	2021-05-23 14:45:28.169453	2021-05-23 14:58:13.923664	0 days 00:12:45.754211000	9	COMPLETE
5		2021-05-23 14:58:13.924180	2021-05-23 14:58:13.924636	0 days 00:00:00.000456000	9	PRUNED
6		2021-05-23 14:58:13.978451	2021-05-23 14:58:13.978987	0 days 00:00:00.000536000	7	PRUNED
7		2021-05-23 14:58:14.030173	2021-05-23 14:58:14.030746	0 days 00:00:00.000573000	7	PRUNED
8		2021-05-23 14:58:14.081373	2021-05-23 14:58:14.081991	0 days 00:00:00.000618000	3	PRUNED
9		2021-05-23 14:58:14.132554	2021-05-23 14:58:14.133200	0 days 00:00:00.000646000	7	PRUNED
10		2021-05-23 14:58:14.183663	2021-05-23 14:58:14.290782	0 days 00:00:00.107119000	9	PRUNED
11		2021-05-23 14:58:14.342646	2021-05-23 14:58:14.344254	0 days 00:00:00.001608000	9	PRUNED
12	1.4011253434756699	2021-05-23 14:58:14.394834	2021-05-23 15:08:02.728790	0 days 00:09:48.333956000	5	COMPLETE
