number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.7288149724038555	2021-05-23 11:20:03.862675	2021-05-23 11:35:02.831912	0 days 00:14:58.969237000	1	COMPLETE
1	1.757723080614449	2021-05-23 11:35:02.832405	2021-05-23 11:49:22.299516	0 days 00:14:19.467111000	7	COMPLETE
2		2021-05-23 11:49:22.300033	2021-05-23 11:49:22.300469	0 days 00:00:00.000436000	1	PRUNED
3		2021-05-23 11:49:22.388319	2021-05-23 11:49:22.388847	0 days 00:00:00.000528000	1	PRUNED
4		2021-05-23 11:49:22.476492	2021-05-23 11:49:22.477058	0 days 00:00:00.000566000	1	PRUNED
5		2021-05-23 11:49:22.564502	2021-05-23 11:49:22.565107	0 days 00:00:00.000605000	1	PRUNED
6	1.8041131596754063	2021-05-23 11:49:22.652431	2021-05-23 12:03:54.540629	0 days 00:14:31.888198000	5	COMPLETE
7		2021-05-23 12:03:54.541386	2021-05-23 12:03:54.542014	0 days 00:00:00.000628000	5	PRUNED
8	1.971402376072526	2021-05-23 12:03:54.630596	2021-05-23 12:17:08.130134	0 days 00:13:13.499538000	3	COMPLETE
9		2021-05-23 12:17:08.130942	2021-05-23 12:17:08.131642	0 days 00:00:00.000700000	3	PRUNED
10	1.7283825648949953	2021-05-23 12:17:08.221436	2021-05-23 12:31:20.934270	0 days 00:14:12.712834000	9	COMPLETE
