number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.8450813556204047	2021-05-23 02:32:15.803426	2021-05-23 02:49:30.086149	0 days 00:17:14.282723000	1	COMPLETE
1		2021-05-23 02:49:30.086722	2021-05-23 02:49:30.087154	0 days 00:00:00.000432000	1	PRUNED
2	1.9806342448370071	2021-05-23 02:49:30.186184	2021-05-23 03:03:52.876947	0 days 00:14:22.690763000	5	COMPLETE
3		2021-05-23 03:03:52.877429	2021-05-23 03:03:52.877822	0 days 00:00:00.000393000	5	PRUNED
4	2.049071521605617	2021-05-23 03:03:52.932943	2021-05-23 03:20:14.946577	0 days 00:16:22.013634000	3	COMPLETE
5		2021-05-23 03:20:14.947087	2021-05-23 03:20:14.947520	0 days 00:00:00.000433000	1	PRUNED
6		2021-05-23 03:20:15.001346	2021-05-23 03:20:15.001883	0 days 00:00:00.000537000	5	PRUNED
7		2021-05-23 03:20:15.053180	2021-05-23 03:20:15.053762	0 days 00:00:00.000582000	5	PRUNED
8	1.8926781448519108	2021-05-23 03:20:15.104226	2021-05-23 03:34:28.483994	0 days 00:14:13.379768000	9	COMPLETE
9	1.9147089465478189	2021-05-23 03:34:28.484870	2021-05-23 03:48:26.256824	0 days 00:13:57.771954000	7	COMPLETE
