number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.07275362877604545	2021-05-24 05:49:38.385050	2021-05-24 06:03:56.296411	0 days 00:14:17.911361000	9	COMPLETE
1		2021-05-24 06:03:56.296986	2021-05-24 06:03:56.297489	0 days 00:00:00.000503000	9	PRUNED
2	0.06416440637277211	2021-05-24 06:03:56.407466	2021-05-24 06:18:39.589852	0 days 00:14:43.182386000	5	COMPLETE
3		2021-05-24 06:18:39.590418	2021-05-24 06:18:39.590880	0 days 00:00:00.000462000	5	PRUNED
4	0.057001880715365764	2021-05-24 06:18:39.680516	2021-05-24 06:31:38.669580	0 days 00:12:58.989064000	3	COMPLETE
5	0.035065880147889715	2021-05-24 06:31:38.670130	2021-05-24 06:41:46.673625	0 days 00:10:08.003495000	1	COMPLETE
6		2021-05-24 06:41:46.674206	2021-05-24 06:41:46.714992	0 days 00:00:00.040786000	3	PRUNED
7		2021-05-24 06:41:46.770214	2021-05-24 06:41:46.770768	0 days 00:00:00.000554000	9	PRUNED
8		2021-05-24 06:41:46.822364	2021-05-24 06:41:46.822963	0 days 00:00:00.000599000	9	PRUNED
9		2021-05-24 06:41:46.874023	2021-05-24 06:41:46.874658	0 days 00:00:00.000635000	9	PRUNED
10	0.06790568664895522	2021-05-24 06:41:46.925547	2021-05-24 06:51:46.573091	0 days 00:09:59.647544000	7	COMPLETE
