number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.022200619211788366	2021-05-24 01:11:12.462912	2021-05-24 01:26:16.231680	0 days 00:15:03.768768000	1	COMPLETE
1	0.0585457075195935	2021-05-24 01:26:16.232099	2021-05-24 01:41:43.709176	0 days 00:15:27.477077000	9	COMPLETE
2	0.051716833304336546	2021-05-24 01:41:43.709650	2021-05-24 01:56:47.516209	0 days 00:15:03.806559000	5	COMPLETE
3		2021-05-24 01:56:47.516784	2021-05-24 01:56:47.517256	0 days 00:00:00.000472000	9	PRUNED
4	0.06044739449269787	2021-05-24 01:56:47.601530	2021-05-24 02:12:18.200518	0 days 00:15:30.598988000	7	COMPLETE
5		2021-05-24 02:12:18.201271	2021-05-24 02:12:18.201839	0 days 00:00:00.000568000	7	PRUNED
6		2021-05-24 02:12:18.288864	2021-05-24 02:12:18.289605	0 days 00:00:00.000741000	1	PRUNED
7		2021-05-24 02:12:18.376415	2021-05-24 02:12:18.377195	0 days 00:00:00.000780000	1	PRUNED
8		2021-05-24 02:12:18.464182	2021-05-24 02:12:18.465001	0 days 00:00:00.000819000	7	PRUNED
9		2021-05-24 02:12:18.552078	2021-05-24 02:12:18.552947	0 days 00:00:00.000869000	7	PRUNED
10		2021-05-24 02:12:18.641061	2021-05-24 02:12:18.885298	0 days 00:00:00.244237000	5	PRUNED
11		2021-05-24 02:12:18.973240	2021-05-24 02:12:18.975507	0 days 00:00:00.002267000	9	PRUNED
12		2021-05-24 02:12:19.062625	2021-05-24 02:12:19.064839	0 days 00:00:00.002214000	9	PRUNED
13		2021-05-24 02:12:19.151511	2021-05-24 02:12:19.153827	0 days 00:00:00.002316000	7	PRUNED
14	0.05317925642199175	2021-05-24 02:12:19.241050	2021-05-24 02:26:53.465082	0 days 00:14:34.224032000	3	COMPLETE
