number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.2251899341688026	2021-05-23 03:40:38.713149	2021-05-23 03:57:12.447227	0 days 00:16:33.734078000	5	COMPLETE
1	1.1964589948566728	2021-05-23 03:57:12.447754	2021-05-23 04:13:58.149085	0 days 00:16:45.701331000	9	COMPLETE
2	1.204356855281218	2021-05-23 04:13:58.254521	2021-05-23 04:30:20.705322	0 days 00:16:22.450801000	7	COMPLETE
3	1.6673598319421825	2021-05-23 04:30:20.705900	2021-05-23 04:46:35.893682	0 days 00:16:15.187782000	1	COMPLETE
4		2021-05-23 04:46:35.941489	2021-05-23 04:46:36.045634	0 days 00:00:00.104145000	7	PRUNED
5		2021-05-23 04:46:36.158119	2021-05-23 04:46:36.158807	0 days 00:00:00.000688000	7	PRUNED
6		2021-05-23 04:46:36.253487	2021-05-23 04:46:36.254283	0 days 00:00:00.000796000	7	PRUNED
7		2021-05-23 04:46:36.346184	2021-05-23 04:46:36.346877	0 days 00:00:00.000693000	1	PRUNED
8		2021-05-23 04:46:36.432505	2021-05-23 04:46:36.433222	0 days 00:00:00.000717000	5	PRUNED
9		2021-05-23 04:46:36.530849	2021-05-23 04:46:36.531699	0 days 00:00:00.000850000	5	PRUNED
10		2021-05-23 04:46:36.622822	2021-05-23 04:46:37.046184	0 days 00:00:00.423362000	9	PRUNED
11		2021-05-23 04:46:37.132079	2021-05-23 04:46:37.134114	0 days 00:00:00.002035000	9	PRUNED
12		2021-05-23 04:46:37.220374	2021-05-23 04:46:37.222427	0 days 00:00:00.002053000	9	PRUNED
13		2021-05-23 04:46:37.308467	2021-05-23 04:46:37.310589	0 days 00:00:00.002122000	7	PRUNED
14	1.2960275592549826	2021-05-23 04:46:37.396649	2021-05-23 04:58:54.289723	0 days 00:12:16.893074000	3	COMPLETE
