number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.054681364991583256	2021-05-24 05:48:36.458088	2021-05-24 06:02:43.241406	0 days 00:14:06.783318000	1	COMPLETE
1		2021-05-24 06:02:43.241889	2021-05-24 06:02:43.242288	0 days 00:00:00.000399000	1	PRUNED
2		2021-05-24 06:02:43.330307	2021-05-24 06:02:43.330813	0 days 00:00:00.000506000	1	PRUNED
3	0.09205318130844281	2021-05-24 06:02:43.418607	2021-05-24 06:17:06.085768	0 days 00:14:22.667161000	3	COMPLETE
4	0.10883023643323803	2021-05-24 06:17:06.086360	2021-05-24 06:31:48.627648	0 days 00:14:42.541288000	9	COMPLETE
5		2021-05-24 06:31:48.628310	2021-05-24 06:31:48.663696	0 days 00:00:00.035386000	9	PRUNED
6		2021-05-24 06:31:48.752689	2021-05-24 06:31:48.753368	0 days 00:00:00.000679000	3	PRUNED
7	0.10527726788666082	2021-05-24 06:31:48.842341	2021-05-24 06:46:02.111973	0 days 00:14:13.269632000	5	COMPLETE
8		2021-05-24 06:46:02.112783	2021-05-24 06:46:02.113447	0 days 00:00:00.000664000	9	PRUNED
9	0.10949823707721398	2021-05-24 06:46:02.203588	2021-05-24 07:00:27.766345	0 days 00:14:25.562757000	7	COMPLETE
