number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.07387549013216067	2021-05-24 03:20:46.015183	2021-05-24 03:33:38.734857	0 days 00:12:52.719674000	5	COMPLETE
1	0.08423049736042354	2021-05-24 03:33:38.735386	2021-05-24 03:47:09.734355	0 days 00:13:30.998969000	7	COMPLETE
2	0.06007146608525905	2021-05-24 03:47:09.734922	2021-05-24 03:59:34.315565	0 days 00:12:24.580643000	3	COMPLETE
3		2021-05-24 03:59:34.328545	2021-05-24 03:59:34.329043	0 days 00:00:00.000498000	7	PRUNED
4		2021-05-24 03:59:34.422224	2021-05-24 03:59:34.422852	0 days 00:00:00.000628000	5	PRUNED
5		2021-05-24 03:59:34.516940	2021-05-24 03:59:34.517612	0 days 00:00:00.000672000	3	PRUNED
6		2021-05-24 03:59:34.610923	2021-05-24 03:59:34.611645	0 days 00:00:00.000722000	7	PRUNED
7		2021-05-24 03:59:34.704633	2021-05-24 03:59:34.705385	0 days 00:00:00.000752000	3	PRUNED
8	0.08415634076120947	2021-05-24 03:59:34.797339	2021-05-24 04:11:39.060306	0 days 00:12:04.262967000	9	COMPLETE
9		2021-05-24 04:11:39.074226	2021-05-24 04:11:39.075111	0 days 00:00:00.000885000	7	PRUNED
10		2021-05-24 04:11:39.197583	2021-05-24 04:11:39.394271	0 days 00:00:00.196688000	9	PRUNED
11		2021-05-24 04:11:39.515641	2021-05-24 04:11:39.517798	0 days 00:00:00.002157000	9	PRUNED
12		2021-05-24 04:11:39.639725	2021-05-24 04:11:39.641928	0 days 00:00:00.002203000	9	PRUNED
13		2021-05-24 04:11:39.764323	2021-05-24 04:11:39.766530	0 days 00:00:00.002207000	7	PRUNED
14		2021-05-24 04:11:39.887823	2021-05-24 04:11:39.890121	0 days 00:00:00.002298000	9	PRUNED
15	0.025330798047341316	2021-05-24 04:11:40.011999	2021-05-24 04:23:21.133867	0 days 00:11:41.121868000	1	COMPLETE
