number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.08647847110405907	2021-05-24 03:16:30.653541	2021-05-24 03:29:31.312758	0 days 00:13:00.659217000	7	COMPLETE
1		2021-05-24 03:29:31.313422	2021-05-24 03:29:31.335779	0 days 00:00:00.022357000	7	PRUNED
2	0.035937810206309956	2021-05-24 03:29:31.431205	2021-05-24 03:41:38.647954	0 days 00:12:07.216749000	1	COMPLETE
3		2021-05-24 03:41:38.648547	2021-05-24 03:41:38.649059	0 days 00:00:00.000512000	1	PRUNED
4		2021-05-24 03:41:38.739644	2021-05-24 03:41:38.740242	0 days 00:00:00.000598000	7	PRUNED
5	0.07487974552346205	2021-05-24 03:41:38.829667	2021-05-24 03:54:11.807191	0 days 00:12:32.977524000	3	COMPLETE
6		2021-05-24 03:54:11.807781	2021-05-24 03:54:11.808274	0 days 00:00:00.000493000	7	PRUNED
7		2021-05-24 03:54:11.862636	2021-05-24 03:54:11.863229	0 days 00:00:00.000593000	3	PRUNED
8		2021-05-24 03:54:11.914966	2021-05-24 03:54:11.915601	0 days 00:00:00.000635000	3	PRUNED
9		2021-05-24 03:54:11.967087	2021-05-24 03:54:11.967748	0 days 00:00:00.000661000	1	PRUNED
10	0.0877385558812045	2021-05-24 03:54:12.019501	2021-05-24 04:06:43.762322	0 days 00:12:31.742821000	9	COMPLETE
11		2021-05-24 04:06:43.763259	2021-05-24 04:06:43.765565	0 days 00:00:00.002306000	9	PRUNED
12		2021-05-24 04:06:43.860992	2021-05-24 04:06:43.863154	0 days 00:00:00.002162000	9	PRUNED
13		2021-05-24 04:06:43.957641	2021-05-24 04:06:43.959686	0 days 00:00:00.002045000	9	PRUNED
14	0.08600968053902014	2021-05-24 04:06:44.052777	2021-05-24 04:19:35.855910	0 days 00:12:51.803133000	5	COMPLETE
