number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.5149008634877124	2021-05-23 08:12:42.389294	2021-05-23 08:26:10.585424	0 days 00:13:28.196130000	9	COMPLETE
1	1.6090403319232076	2021-05-23 08:26:10.585961	2021-05-23 08:39:11.850542	0 days 00:13:01.264581000	5	COMPLETE
2	1.545465315303688	2021-05-23 08:39:11.851097	2021-05-23 08:52:48.885341	0 days 00:13:37.034244000	7	COMPLETE
3		2021-05-23 08:52:48.885953	2021-05-23 08:52:48.886445	0 days 00:00:00.000492000	7	PRUNED
4		2021-05-23 08:52:48.987530	2021-05-23 08:52:48.988143	0 days 00:00:00.000613000	5	PRUNED
5		2021-05-23 08:52:49.089938	2021-05-23 08:52:49.090597	0 days 00:00:00.000659000	9	PRUNED
6	1.78031019238314	2021-05-23 08:52:49.191733	2021-05-23 09:06:38.903299	0 days 00:13:49.711566000	3	COMPLETE
7		2021-05-23 09:06:38.904089	2021-05-23 09:06:38.904784	0 days 00:00:00.000695000	9	PRUNED
8		2021-05-23 09:06:39.012518	2021-05-23 09:06:39.013298	0 days 00:00:00.000780000	9	PRUNED
9		2021-05-23 09:06:39.121577	2021-05-23 09:06:39.122401	0 days 00:00:00.000824000	5	PRUNED
10	2.768160031007516	2021-05-23 09:06:39.229687	2021-05-23 09:20:30.466993	0 days 00:13:51.237306000	1	COMPLETE
