number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.07525135275016447	2021-05-24 03:33:30.161651	2021-05-24 03:48:29.698461	0 days 00:14:59.536810000	7	COMPLETE
1	0.02240117524462448	2021-05-24 03:48:29.699072	2021-05-24 04:02:01.084945	0 days 00:13:31.385873000	1	COMPLETE
2	0.08417276026100547	2021-05-24 04:02:01.085485	2021-05-24 04:15:12.391099	0 days 00:13:11.305614000	9	COMPLETE
3	0.0412586827164207	2021-05-24 04:15:12.391704	2021-05-24 04:28:22.626572	0 days 00:13:10.234868000	3	COMPLETE
4		2021-05-24 04:28:22.627311	2021-05-24 04:28:22.627865	0 days 00:00:00.000554000	9	PRUNED
5		2021-05-24 04:28:22.765300	2021-05-24 04:28:22.766022	0 days 00:00:00.000722000	3	PRUNED
6		2021-05-24 04:28:22.902837	2021-05-24 04:28:22.903592	0 days 00:00:00.000755000	7	PRUNED
7		2021-05-24 04:28:23.041862	2021-05-24 04:28:23.042649	0 days 00:00:00.000787000	3	PRUNED
8		2021-05-24 04:28:23.179698	2021-05-24 04:28:23.180524	0 days 00:00:00.000826000	1	PRUNED
9		2021-05-24 04:28:23.317424	2021-05-24 04:28:23.318301	0 days 00:00:00.000877000	7	PRUNED
10		2021-05-24 04:28:23.461372	2021-05-24 04:28:23.463930	0 days 00:00:00.002558000	9	PRUNED
11		2021-05-24 04:28:23.602442	2021-05-24 04:28:23.604709	0 days 00:00:00.002267000	7	PRUNED
12		2021-05-24 04:28:23.742872	2021-05-24 04:28:23.745175	0 days 00:00:00.002303000	9	PRUNED
13	0.061607394047456736	2021-05-24 04:28:23.881807	2021-05-24 04:42:20.789490	0 days 00:13:56.907683000	5	COMPLETE
