number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.5947361068107133	2021-05-23 04:48:57.047975	2021-05-23 05:05:50.120054	0 days 00:16:53.072079000	9	COMPLETE
1	1.7697101479071897	2021-05-23 05:05:50.120568	2021-05-23 05:22:48.304280	0 days 00:16:58.183712000	5	COMPLETE
2		2021-05-23 05:22:48.304802	2021-05-23 05:22:48.306087	0 days 00:00:00.001285000	9	PRUNED
3		2021-05-23 05:22:48.395407	2021-05-23 05:22:48.395958	0 days 00:00:00.000551000	5	PRUNED
4		2021-05-23 05:22:48.485311	2021-05-23 05:22:48.485885	0 days 00:00:00.000574000	5	PRUNED
5		2021-05-23 05:22:48.574974	2021-05-23 05:22:48.575586	0 days 00:00:00.000612000	5	PRUNED
6		2021-05-23 05:22:48.664655	2021-05-23 05:22:48.665311	0 days 00:00:00.000656000	5	PRUNED
7	2.61866319471408	2021-05-23 05:22:48.754687	2021-05-23 05:39:19.901809	0 days 00:16:31.147122000	1	COMPLETE
8	1.8933612714740728	2021-05-23 05:39:19.902556	2021-05-23 05:55:30.782704	0 days 00:16:10.880148000	3	COMPLETE
9	1.6690373748566671	2021-05-23 05:55:30.981468	2021-05-23 06:11:45.516212	0 days 00:16:14.534744000	7	COMPLETE
