number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.184455739751707	2021-05-23 11:16:56.504284	2021-05-23 11:29:48.793538	0 days 00:12:52.289254000	1	COMPLETE
1	1.5458908480979532	2021-05-23 11:29:48.794138	2021-05-23 11:45:29.834777	0 days 00:15:41.040639000	3	COMPLETE
2		2021-05-23 11:45:29.835319	2021-05-23 11:45:29.835733	0 days 00:00:00.000414000	1	PRUNED
3		2021-05-23 11:45:29.921589	2021-05-23 11:45:29.922131	0 days 00:00:00.000542000	1	PRUNED
4		2021-05-23 11:45:30.007580	2021-05-23 11:45:30.008155	0 days 00:00:00.000575000	1	PRUNED
5	1.382920932969216	2021-05-23 11:45:30.093681	2021-05-23 12:01:19.498803	0 days 00:15:49.405122000	5	COMPLETE
6	1.299399578843317	2021-05-23 12:01:19.499521	2021-05-23 12:17:11.453521	0 days 00:15:51.954000000	9	COMPLETE
7		2021-05-23 12:17:11.454243	2021-05-23 12:17:11.454858	0 days 00:00:00.000615000	9	PRUNED
8		2021-05-23 12:17:11.542145	2021-05-23 12:17:11.542872	0 days 00:00:00.000727000	3	PRUNED
9		2021-05-23 12:17:11.629957	2021-05-23 12:17:11.630721	0 days 00:00:00.000764000	9	PRUNED
10	1.3162876555476313	2021-05-23 12:17:11.718023	2021-05-23 12:32:39.741175	0 days 00:15:28.023152000	7	COMPLETE
