number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.223315942568917	2021-05-23 14:48:54.263589	2021-05-23 15:07:17.710526	0 days 00:18:23.446937000	3	COMPLETE
1	1.1018366674848084	2021-05-23 15:07:17.711123	2021-05-23 15:25:00.087321	0 days 00:17:42.376198000	7	COMPLETE
2		2021-05-23 15:25:00.087895	2021-05-23 15:25:00.088334	0 days 00:00:00.000439000	7	PRUNED
3		2021-05-23 15:25:00.177996	2021-05-23 15:25:00.178590	0 days 00:00:00.000594000	7	PRUNED
4	1.1283152202614313	2021-05-23 15:25:00.268022	2021-05-23 15:43:21.193112	0 days 00:18:20.925090000	5	COMPLETE
5		2021-05-23 15:43:21.236607	2021-05-23 15:43:21.237110	0 days 00:00:00.000503000	3	PRUNED
6		2021-05-23 15:43:21.293003	2021-05-23 15:43:21.293550	0 days 00:00:00.000547000	7	PRUNED
7	1.086247709719425	2021-05-23 15:43:21.346308	2021-05-23 16:01:00.422487	0 days 00:17:39.076179000	9	COMPLETE
8		2021-05-23 16:01:00.423257	2021-05-23 16:01:00.477424	0 days 00:00:00.054167000	3	PRUNED
9	1.6049679411927285	2021-05-23 16:01:00.565006	2021-05-23 16:18:21.084503	0 days 00:17:20.519497000	1	COMPLETE
