number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.0883578141339357	2021-05-24 05:24:35.113884	2021-05-24 05:37:53.952956	0 days 00:13:18.839072000	9	COMPLETE
1	0.08660987871178938	2021-05-24 05:37:53.953471	2021-05-24 05:50:27.312764	0 days 00:12:33.359293000	5	COMPLETE
2		2021-05-24 05:50:27.313195	2021-05-24 05:50:27.313601	0 days 00:00:00.000406000	5	PRUNED
3		2021-05-24 05:50:27.368076	2021-05-24 05:50:27.368509	0 days 00:00:00.000433000	9	PRUNED
4		2021-05-24 05:50:27.419918	2021-05-24 05:50:27.420395	0 days 00:00:00.000477000	5	PRUNED
5		2021-05-24 05:50:27.471188	2021-05-24 05:50:27.471700	0 days 00:00:00.000512000	5	PRUNED
6	0.05004087204253598	2021-05-24 05:50:27.522143	2021-05-24 06:00:22.143078	0 days 00:09:54.620935000	1	COMPLETE
7		2021-05-24 06:00:22.179062	2021-05-24 06:00:22.179641	0 days 00:00:00.000579000	5	PRUNED
8		2021-05-24 06:00:22.234663	2021-05-24 06:00:22.235272	0 days 00:00:00.000609000	1	PRUNED
9		2021-05-24 06:00:22.287362	2021-05-24 06:00:22.288006	0 days 00:00:00.000644000	9	PRUNED
10		2021-05-24 06:00:22.339474	2021-05-24 06:00:22.520790	0 days 00:00:00.181316000	9	PRUNED
11	0.09004459576727603	2021-05-24 06:00:22.573391	2021-05-24 06:10:11.166691	0 days 00:09:48.593300000	7	COMPLETE
12		2021-05-24 06:10:11.167494	2021-05-24 06:10:11.169207	0 days 00:00:00.001713000	7	PRUNED
13		2021-05-24 06:10:11.228263	2021-05-24 06:10:11.229970	0 days 00:00:00.001707000	7	PRUNED
14		2021-05-24 06:10:11.285806	2021-05-24 06:10:11.287568	0 days 00:00:00.001762000	7	PRUNED
15		2021-05-24 06:10:11.343105	2021-05-24 06:10:11.345023	0 days 00:00:00.001918000	7	PRUNED
16	0.07584104548266216	2021-05-24 06:10:11.399993	2021-05-24 06:20:17.955397	0 days 00:10:06.555404000	3	COMPLETE
