number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.2774121658320665	2021-05-23 06:10:11.465509	2021-05-23 06:23:26.558572	0 days 00:13:15.093063000	5	COMPLETE
1	1.2178062329943387	2021-05-23 06:23:26.559121	2021-05-23 06:36:25.078193	0 days 00:12:58.519072000	9	COMPLETE
2		2021-05-23 06:36:25.078774	2021-05-23 06:36:25.079205	0 days 00:00:00.000431000	9	PRUNED
3	1.567152092813336	2021-05-23 06:36:25.181251	2021-05-23 06:49:44.987042	0 days 00:13:19.805791000	1	COMPLETE
4		2021-05-23 06:49:44.987736	2021-05-23 06:49:44.988292	0 days 00:00:00.000556000	5	PRUNED
5		2021-05-23 06:49:45.077716	2021-05-23 06:49:45.078430	0 days 00:00:00.000714000	1	PRUNED
6	1.302994867872822	2021-05-23 06:49:45.167486	2021-05-23 07:06:18.920621	0 days 00:16:33.753135000	3	COMPLETE
7		2021-05-23 07:06:18.921479	2021-05-23 07:06:18.922176	0 days 00:00:00.000697000	3	PRUNED
8		2021-05-23 07:06:19.011481	2021-05-23 07:06:19.012272	0 days 00:00:00.000791000	1	PRUNED
9		2021-05-23 07:06:19.101115	2021-05-23 07:06:19.101944	0 days 00:00:00.000829000	5	PRUNED
10		2021-05-23 07:06:19.190903	2021-05-23 07:06:19.263105	0 days 00:00:00.072202000	9	PRUNED
11	1.2447826320619564	2021-05-23 07:06:19.352108	2021-05-23 07:22:56.730850	0 days 00:16:37.378742000	7	COMPLETE
