number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.11850827400705091	2021-05-24 01:09:35.626211	2021-05-24 01:22:54.275411	0 days 00:13:18.649200000	7	COMPLETE
1		2021-05-24 01:22:54.275901	2021-05-24 01:22:54.276309	0 days 00:00:00.000408000	7	PRUNED
2		2021-05-24 01:22:54.363078	2021-05-24 01:22:54.363583	0 days 00:00:00.000505000	7	PRUNED
3	0.11482897255983393	2021-05-24 01:22:54.450477	2021-05-24 01:35:56.546852	0 days 00:13:02.096375000	5	COMPLETE
4	0.10570067739975875	2021-05-24 01:35:56.547434	2021-05-24 01:49:03.390737	0 days 00:13:06.843303000	3	COMPLETE
5	0.05111088260036828	2021-05-24 01:49:03.391388	2021-05-24 02:01:57.639804	0 days 00:12:54.248416000	1	COMPLETE
6		2021-05-24 02:01:57.662074	2021-05-24 02:01:57.662754	0 days 00:00:00.000680000	7	PRUNED
7		2021-05-24 02:01:57.752237	2021-05-24 02:01:57.752905	0 days 00:00:00.000668000	7	PRUNED
8		2021-05-24 02:01:57.841961	2021-05-24 02:01:57.842668	0 days 00:00:00.000707000	7	PRUNED
9	0.1194774456366014	2021-05-24 02:01:57.932239	2021-05-24 02:14:50.800178	0 days 00:12:52.867939000	9	COMPLETE
