number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.1020911687179521	2021-05-24 01:09:35.599790	2021-05-24 01:21:22.112461	0 days 00:11:46.512671000	7	COMPLETE
1		2021-05-24 01:21:22.113165	2021-05-24 01:21:22.113732	0 days 00:00:00.000567000	7	PRUNED
2	0.10989284919874527	2021-05-24 01:21:22.206041	2021-05-24 01:32:24.990414	0 days 00:11:02.784373000	9	COMPLETE
3	0.08356122393871177	2021-05-24 01:32:24.991013	2021-05-24 01:43:36.953155	0 days 00:11:11.962142000	3	COMPLETE
4		2021-05-24 01:43:36.953862	2021-05-24 01:43:36.954397	0 days 00:00:00.000535000	7	PRUNED
5	0.04710328967839446	2021-05-24 01:43:37.040737	2021-05-24 01:54:42.629936	0 days 00:11:05.589199000	1	COMPLETE
6		2021-05-24 01:54:42.630633	2021-05-24 01:54:42.631213	0 days 00:00:00.000580000	1	PRUNED
7		2021-05-24 01:54:42.719049	2021-05-24 01:54:42.719745	0 days 00:00:00.000696000	9	PRUNED
8		2021-05-24 01:54:42.807136	2021-05-24 01:54:42.807866	0 days 00:00:00.000730000	7	PRUNED
9		2021-05-24 01:54:42.895448	2021-05-24 01:54:42.896226	0 days 00:00:00.000778000	3	PRUNED
10		2021-05-24 01:54:42.983651	2021-05-24 01:54:43.035113	0 days 00:00:00.051462000	9	PRUNED
11		2021-05-24 01:54:43.122416	2021-05-24 01:54:43.124483	0 days 00:00:00.002067000	9	PRUNED
12	0.10106063714771164	2021-05-24 01:54:43.211423	2021-05-24 02:06:13.565990	0 days 00:11:30.354567000	5	COMPLETE
