number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.08914249419780985	2021-05-24 04:19:53.931266	2021-05-24 04:32:45.557338	0 days 00:12:51.626072000	3	COMPLETE
1	0.09787673344799623	2021-05-24 04:32:45.558473	2021-05-24 04:45:29.699435	0 days 00:12:44.140962000	9	COMPLETE
2	0.09301723120286559	2021-05-24 04:45:29.699981	2021-05-24 04:58:00.417921	0 days 00:12:30.717940000	7	COMPLETE
3		2021-05-24 04:58:00.418527	2021-05-24 04:58:00.419052	0 days 00:00:00.000525000	9	PRUNED
4		2021-05-24 04:58:00.544372	2021-05-24 04:58:00.544995	0 days 00:00:00.000623000	7	PRUNED
5		2021-05-24 04:58:00.670297	2021-05-24 04:58:00.670966	0 days 00:00:00.000669000	7	PRUNED
6		2021-05-24 04:58:00.795463	2021-05-24 04:58:00.796155	0 days 00:00:00.000692000	9	PRUNED
7		2021-05-24 04:58:00.921736	2021-05-24 04:58:00.922461	0 days 00:00:00.000725000	9	PRUNED
8	0.09868687277378883	2021-05-24 04:58:01.047356	2021-05-24 05:11:22.948202	0 days 00:13:21.900846000	5	COMPLETE
9		2021-05-24 05:11:22.949043	2021-05-24 05:11:22.949830	0 days 00:00:00.000787000	7	PRUNED
10	0.03952794408323464	2021-05-24 05:11:23.045449	2021-05-24 05:24:29.721814	0 days 00:13:06.676365000	1	COMPLETE
