number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.8069721561702925	2021-05-23 02:32:15.746194	2021-05-23 02:46:18.540731	0 days 00:14:02.794537000	7	COMPLETE
1	1.9181139353830332	2021-05-23 02:46:18.541293	2021-05-23 03:02:38.054762	0 days 00:16:19.513469000	5	COMPLETE
2	1.79387033894729	2021-05-23 03:02:38.055311	2021-05-23 03:18:39.437013	0 days 00:16:01.381702000	9	COMPLETE
3		2021-05-23 03:18:39.437552	2021-05-23 03:18:39.437990	0 days 00:00:00.000438000	9	PRUNED
4		2021-05-23 03:18:39.492616	2021-05-23 03:18:39.493104	0 days 00:00:00.000488000	5	PRUNED
5		2021-05-23 03:18:39.545563	2021-05-23 03:18:39.546085	0 days 00:00:00.000522000	7	PRUNED
6		2021-05-23 03:18:39.597943	2021-05-23 03:18:39.598504	0 days 00:00:00.000561000	9	PRUNED
7	2.1012103803154383	2021-05-23 03:18:39.649914	2021-05-23 03:35:33.412634	0 days 00:16:53.762720000	3	COMPLETE
8		2021-05-23 03:35:33.438495	2021-05-23 03:35:33.561900	0 days 00:00:00.123405000	7	PRUNED
9		2021-05-23 03:35:33.619543	2021-05-23 03:35:33.620194	0 days 00:00:00.000651000	3	PRUNED
10	3.1677261802724486	2021-05-23 03:35:33.672791	2021-05-23 03:51:47.622003	0 days 00:16:13.949212000	1	COMPLETE
