number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.3093549998265726	2021-05-23 06:34:29.432972	2021-05-23 06:46:34.670437	0 days 00:12:05.237465000	9	COMPLETE
1		2021-05-23 06:46:34.670956	2021-05-23 06:46:34.671367	0 days 00:00:00.000411000	9	PRUNED
2	1.317993795522833	2021-05-23 06:46:34.762421	2021-05-23 06:58:31.928948	0 days 00:11:57.166527000	7	COMPLETE
3		2021-05-23 06:58:31.929575	2021-05-23 06:58:31.930050	0 days 00:00:00.000475000	7	PRUNED
4		2021-05-23 06:58:32.039978	2021-05-23 06:58:32.040612	0 days 00:00:00.000634000	9	PRUNED
5	1.7369786184584808	2021-05-23 06:58:32.150291	2021-05-23 07:10:51.696627	0 days 00:12:19.546336000	1	COMPLETE
6		2021-05-23 07:10:51.697283	2021-05-23 07:10:51.697804	0 days 00:00:00.000521000	9	PRUNED
7		2021-05-23 07:10:51.768171	2021-05-23 07:10:51.768825	0 days 00:00:00.000654000	1	PRUNED
8	1.4570432196044054	2021-05-23 07:10:51.837276	2021-05-23 07:23:04.461834	0 days 00:12:12.624558000	3	COMPLETE
9		2021-05-23 07:23:04.462670	2021-05-23 07:23:04.463444	0 days 00:00:00.000774000	1	PRUNED
10	1.3613603483238992	2021-05-23 07:23:04.569026	2021-05-23 07:35:32.279907	0 days 00:12:27.710881000	5	COMPLETE
