number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	3.176988068852712	2021-05-23 04:42:04.744275	2021-05-23 04:57:38.991561	0 days 00:15:34.247286000	1	COMPLETE
1	2.7040766803942735	2021-05-23 04:57:38.992110	2021-05-23 05:13:36.414407	0 days 00:15:57.422297000	3	COMPLETE
2		2021-05-23 05:13:36.414980	2021-05-23 05:13:36.415420	0 days 00:00:00.000440000	1	PRUNED
3		2021-05-23 05:13:36.502799	2021-05-23 05:13:36.503378	0 days 00:00:00.000579000	1	PRUNED
4	2.5112941613117497	2021-05-23 05:13:36.591081	2021-05-23 05:30:02.694535	0 days 00:16:26.103454000	7	COMPLETE
5	2.473475424689725	2021-05-23 05:30:02.695226	2021-05-23 05:46:11.392164	0 days 00:16:08.696938000	9	COMPLETE
6		2021-05-23 05:46:11.392849	2021-05-23 05:46:11.393439	0 days 00:00:00.000590000	1	PRUNED
7		2021-05-23 05:46:11.478587	2021-05-23 05:46:11.479385	0 days 00:00:00.000798000	9	PRUNED
8		2021-05-23 05:46:11.564038	2021-05-23 05:46:11.564755	0 days 00:00:00.000717000	1	PRUNED
9		2021-05-23 05:46:11.649577	2021-05-23 05:46:11.650350	0 days 00:00:00.000773000	7	PRUNED
10		2021-05-23 05:46:11.735280	2021-05-23 05:46:12.707753	0 days 00:00:00.972473000	9	PRUNED
11		2021-05-23 05:46:12.792854	2021-05-23 05:46:12.794870	0 days 00:00:00.002016000	7	PRUNED
12		2021-05-23 05:46:12.880049	2021-05-23 05:46:12.882079	0 days 00:00:00.002030000	7	PRUNED
13	2.5772809635870084	2021-05-23 05:46:12.967372	2021-05-23 06:02:11.689610	0 days 00:15:58.722238000	5	COMPLETE
