number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.07918786954589425	2021-05-24 03:25:10.312861	2021-05-24 03:39:37.378730	0 days 00:14:27.065869000	3	COMPLETE
1	0.040616664473372616	2021-05-24 03:39:37.379260	2021-05-24 03:53:39.425402	0 days 00:14:02.046142000	1	COMPLETE
2		2021-05-24 03:53:39.426043	2021-05-24 03:53:39.426495	0 days 00:00:00.000452000	3	PRUNED
3	0.09705010430590072	2021-05-24 03:53:39.510794	2021-05-24 04:07:07.391473	0 days 00:13:27.880679000	7	COMPLETE
4	0.10078236484541435	2021-05-24 04:07:07.392084	2021-05-24 04:20:15.119970	0 days 00:13:07.727886000	9	COMPLETE
5		2021-05-24 04:20:15.120633	2021-05-24 04:20:15.121172	0 days 00:00:00.000539000	7	PRUNED
6		2021-05-24 04:20:15.215825	2021-05-24 04:20:15.216500	0 days 00:00:00.000675000	7	PRUNED
7		2021-05-24 04:20:15.311806	2021-05-24 04:20:15.312516	0 days 00:00:00.000710000	3	PRUNED
8		2021-05-24 04:20:15.408664	2021-05-24 04:20:15.409403	0 days 00:00:00.000739000	1	PRUNED
9		2021-05-24 04:20:15.506188	2021-05-24 04:20:15.506956	0 days 00:00:00.000768000	3	PRUNED
10		2021-05-24 04:20:15.603617	2021-05-24 04:20:15.636234	0 days 00:00:00.032617000	9	PRUNED
11		2021-05-24 04:20:15.732830	2021-05-24 04:20:15.734928	0 days 00:00:00.002098000	9	PRUNED
12		2021-05-24 04:20:15.832226	2021-05-24 04:20:15.834384	0 days 00:00:00.002158000	7	PRUNED
13		2021-05-24 04:20:15.932937	2021-05-24 04:20:15.935125	0 days 00:00:00.002188000	9	PRUNED
14	0.09535916329074472	2021-05-24 04:20:16.033436	2021-05-24 04:33:39.920003	0 days 00:13:23.886567000	5	COMPLETE
