number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.9009770395538852	2021-05-23 08:00:33.160912	2021-05-23 08:14:57.960153	0 days 00:14:24.799241000	1	COMPLETE
1	1.220823159741143	2021-05-23 08:14:57.960898	2021-05-23 08:25:52.503907	0 days 00:10:54.543009000	7	COMPLETE
2	1.2029331886617256	2021-05-23 08:25:52.504473	2021-05-23 08:37:54.353045	0 days 00:12:01.848572000	9	COMPLETE
3		2021-05-23 08:37:54.353668	2021-05-23 08:37:54.354128	0 days 00:00:00.000460000	7	PRUNED
4		2021-05-23 08:37:54.453927	2021-05-23 08:37:54.454534	0 days 00:00:00.000607000	7	PRUNED
5	1.3795317185342717	2021-05-23 08:37:54.554588	2021-05-23 08:51:21.224764	0 days 00:13:26.670176000	3	COMPLETE
6		2021-05-23 08:51:21.225537	2021-05-23 08:51:21.226150	0 days 00:00:00.000613000	3	PRUNED
7		2021-05-23 08:51:21.320209	2021-05-23 08:51:21.321024	0 days 00:00:00.000815000	1	PRUNED
8		2021-05-23 08:51:21.415106	2021-05-23 08:51:21.415947	0 days 00:00:00.000841000	3	PRUNED
9	1.2542999030237467	2021-05-23 08:51:21.509988	2021-05-23 09:05:01.934481	0 days 00:13:40.424493000	5	COMPLETE
