number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.08359376200003639	2021-05-24 05:48:36.457744	2021-05-24 06:03:08.900958	0 days 00:14:32.443214000	7	COMPLETE
1	0.040710492062725555	2021-05-24 06:03:08.901447	2021-05-24 06:17:54.977883	0 days 00:14:46.076436000	1	COMPLETE
2	0.0777133825137012	2021-05-24 06:17:54.978412	2021-05-24 06:33:07.257858	0 days 00:15:12.279446000	5	COMPLETE
3		2021-05-24 06:33:07.258434	2021-05-24 06:33:07.258894	0 days 00:00:00.000460000	5	PRUNED
4		2021-05-24 06:33:07.344537	2021-05-24 06:33:07.345115	0 days 00:00:00.000578000	7	PRUNED
5	0.06586605380364309	2021-05-24 06:33:07.430578	2021-05-24 06:47:58.525679	0 days 00:14:51.095101000	3	COMPLETE
6		2021-05-24 06:47:58.526326	2021-05-24 06:47:58.526856	0 days 00:00:00.000530000	1	PRUNED
7		2021-05-24 06:47:58.603408	2021-05-24 06:47:58.604017	0 days 00:00:00.000609000	7	PRUNED
8		2021-05-24 06:47:58.656067	2021-05-24 06:47:58.656711	0 days 00:00:00.000644000	1	PRUNED
9		2021-05-24 06:47:58.707769	2021-05-24 06:47:58.708492	0 days 00:00:00.000723000	5	PRUNED
10	0.08832723553773224	2021-05-24 06:47:58.759295	2021-05-24 07:02:12.048335	0 days 00:14:13.289040000	9	COMPLETE
