number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.06803121529121639	2021-05-24 03:54:37.331179	2021-05-24 04:05:56.951024	0 days 00:11:19.619845000	5	COMPLETE
1	0.03848048120289046	2021-05-24 04:05:56.975341	2021-05-24 04:17:47.992124	0 days 00:11:51.016783000	1	COMPLETE
2		2021-05-24 04:17:47.992644	2021-05-24 04:17:47.993079	0 days 00:00:00.000435000	5	PRUNED
3	0.05686685849653279	2021-05-24 04:17:48.077302	2021-05-24 04:29:04.272924	0 days 00:11:16.195622000	3	COMPLETE
4		2021-05-24 04:29:04.304934	2021-05-24 04:29:04.305501	0 days 00:00:00.000567000	3	PRUNED
5		2021-05-24 04:29:04.392379	2021-05-24 04:29:04.393025	0 days 00:00:00.000646000	5	PRUNED
6		2021-05-24 04:29:04.480583	2021-05-24 04:29:04.481264	0 days 00:00:00.000681000	5	PRUNED
7		2021-05-24 04:29:04.568209	2021-05-24 04:29:04.568927	0 days 00:00:00.000718000	1	PRUNED
8		2021-05-24 04:29:04.655957	2021-05-24 04:29:04.656712	0 days 00:00:00.000755000	1	PRUNED
9	0.06450600307729208	2021-05-24 04:29:04.744309	2021-05-24 04:40:15.675475	0 days 00:11:10.931166000	7	COMPLETE
10	0.06709682807359052	2021-05-24 04:40:15.676330	2021-05-24 04:51:12.051349	0 days 00:10:56.375019000	9	COMPLETE
