number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.07977300737487679	2021-05-24 04:51:26.254418	2021-05-24 05:02:48.533506	0 days 00:11:22.279088000	5	COMPLETE
1	0.06891697063349682	2021-05-24 05:02:48.534118	2021-05-24 05:14:18.202115	0 days 00:11:29.667997000	3	COMPLETE
2	0.08834609919004682	2021-05-24 05:14:18.202665	2021-05-24 05:25:25.333144	0 days 00:11:07.130479000	9	COMPLETE
3	0.036268196237798	2021-05-24 05:25:25.333858	2021-05-24 05:36:50.996253	0 days 00:11:25.662395000	1	COMPLETE
4		2021-05-24 05:36:50.996851	2021-05-24 05:36:50.997369	0 days 00:00:00.000518000	1	PRUNED
5		2021-05-24 05:36:51.080238	2021-05-24 05:36:51.080855	0 days 00:00:00.000617000	3	PRUNED
6		2021-05-24 05:36:51.164695	2021-05-24 05:36:51.165344	0 days 00:00:00.000649000	9	PRUNED
7		2021-05-24 05:36:51.248484	2021-05-24 05:36:51.249173	0 days 00:00:00.000689000	1	PRUNED
8		2021-05-24 05:36:51.332318	2021-05-24 05:36:51.333046	0 days 00:00:00.000728000	5	PRUNED
9		2021-05-24 05:36:51.416336	2021-05-24 05:36:51.417106	0 days 00:00:00.000770000	1	PRUNED
10		2021-05-24 05:36:51.500189	2021-05-24 05:36:51.502330	0 days 00:00:00.002141000	9	PRUNED
11	0.08668597453167044	2021-05-24 05:36:51.585939	2021-05-24 05:47:58.900756	0 days 00:11:07.314817000	7	COMPLETE
