number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.09121422381524996	2021-05-24 05:24:28.888582	2021-05-24 05:37:11.049407	0 days 00:12:42.160825000	7	COMPLETE
1		2021-05-24 05:37:11.049936	2021-05-24 05:37:11.050376	0 days 00:00:00.000440000	7	PRUNED
2	0.08155061422335605	2021-05-24 05:37:11.137752	2021-05-24 05:49:42.445146	0 days 00:12:31.307394000	5	COMPLETE
3		2021-05-24 05:49:42.445669	2021-05-24 05:49:42.446096	0 days 00:00:00.000427000	5	PRUNED
4	0.06559076559748214	2021-05-24 05:49:42.515626	2021-05-24 06:03:04.666185	0 days 00:13:22.150559000	3	COMPLETE
5	0.03640328129718062	2021-05-24 06:03:04.667006	2021-05-24 06:15:59.340637	0 days 00:12:54.673631000	1	COMPLETE
6		2021-05-24 06:15:59.341353	2021-05-24 06:15:59.342023	0 days 00:00:00.000670000	3	PRUNED
7		2021-05-24 06:15:59.429724	2021-05-24 06:15:59.430455	0 days 00:00:00.000731000	3	PRUNED
8		2021-05-24 06:15:59.518048	2021-05-24 06:15:59.518838	0 days 00:00:00.000790000	3	PRUNED
9		2021-05-24 06:15:59.606344	2021-05-24 06:15:59.607160	0 days 00:00:00.000816000	1	PRUNED
10	0.09553013111635526	2021-05-24 06:15:59.694766	2021-05-24 06:28:52.768882	0 days 00:12:53.074116000	9	COMPLETE
