number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.8084134505715757	2021-05-23 02:32:15.753688	2021-05-23 02:44:14.624625	0 days 00:11:58.870937000	9	COMPLETE
1	1.9051917088275443	2021-05-23 02:44:14.625218	2021-05-23 02:56:42.263957	0 days 00:12:27.638739000	5	COMPLETE
2		2021-05-23 02:56:42.264491	2021-05-23 02:56:42.264911	0 days 00:00:00.000420000	5	PRUNED
3		2021-05-23 02:56:42.362173	2021-05-23 02:56:42.362737	0 days 00:00:00.000564000	5	PRUNED
4		2021-05-23 02:56:42.459381	2021-05-23 02:56:42.459972	0 days 00:00:00.000591000	9	PRUNED
5	2.9102361535722525	2021-05-23 02:56:42.556169	2021-05-23 03:08:55.006778	0 days 00:12:12.450609000	1	COMPLETE
6		2021-05-23 03:08:55.007830	2021-05-23 03:08:55.008592	0 days 00:00:00.000762000	5	PRUNED
7		2021-05-23 03:08:55.231086	2021-05-23 03:08:55.232154	0 days 00:00:00.001068000	5	PRUNED
8	2.0968582683451795	2021-05-23 03:08:55.445102	2021-05-23 03:25:04.758363	0 days 00:16:09.313261000	3	COMPLETE
9		2021-05-23 03:25:04.759375	2021-05-23 03:25:04.760212	0 days 00:00:00.000837000	3	PRUNED
10		2021-05-23 03:25:04.892378	2021-05-23 03:25:04.895056	0 days 00:00:00.002678000	9	PRUNED
11	1.8354627701527642	2021-05-23 03:25:05.026212	2021-05-23 03:37:19.835323	0 days 00:12:14.809111000	7	COMPLETE
