number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.04105285389859829	2021-05-24 04:35:45.100960	2021-05-24 04:50:35.159175	0 days 00:14:50.058215000	1	COMPLETE
1	0.07841146333051313	2021-05-24 04:50:35.159698	2021-05-24 05:05:43.125868	0 days 00:15:07.966170000	5	COMPLETE
2		2021-05-24 05:05:43.126440	2021-05-24 05:05:43.126924	0 days 00:00:00.000484000	5	PRUNED
3		2021-05-24 05:05:43.219330	2021-05-24 05:05:43.219897	0 days 00:00:00.000567000	5	PRUNED
4		2021-05-24 05:05:43.312253	2021-05-24 05:05:43.312851	0 days 00:00:00.000598000	5	PRUNED
5	0.07819857605778968	2021-05-24 05:05:43.405556	2021-05-24 05:20:28.682256	0 days 00:14:45.276700000	7	COMPLETE
6	0.061631521862341325	2021-05-24 05:20:28.682958	2021-05-24 05:34:58.419011	0 days 00:14:29.736053000	3	COMPLETE
7		2021-05-24 05:34:58.420013	2021-05-24 05:34:58.420770	0 days 00:00:00.000757000	1	PRUNED
8		2021-05-24 05:34:58.553455	2021-05-24 05:34:58.554414	0 days 00:00:00.000959000	5	PRUNED
9		2021-05-24 05:34:58.685845	2021-05-24 05:34:58.686769	0 days 00:00:00.000924000	5	PRUNED
10	0.07314173768201361	2021-05-24 05:34:58.816707	2021-05-24 05:48:19.493058	0 days 00:13:20.676351000	9	COMPLETE
