number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.162722811723407	2021-05-23 08:43:19.430810	2021-05-23 08:58:50.911280	0 days 00:15:31.480470000	1	COMPLETE
1	1.4728504155652646	2021-05-23 08:58:50.911883	2021-05-23 09:16:23.856959	0 days 00:17:32.945076000	7	COMPLETE
2		2021-05-23 09:16:23.857455	2021-05-23 09:16:23.857846	0 days 00:00:00.000391000	7	PRUNED
3	1.52407422301363	2021-05-23 09:16:23.941343	2021-05-23 09:32:15.719433	0 days 00:15:51.778090000	5	COMPLETE
4	1.4470597643982386	2021-05-23 09:32:15.720155	2021-05-23 09:49:52.925775	0 days 00:17:37.205620000	9	COMPLETE
5		2021-05-23 09:49:52.948941	2021-05-23 09:49:53.148053	0 days 00:00:00.199112000	7	PRUNED
6		2021-05-23 09:49:53.251764	2021-05-23 09:49:53.252483	0 days 00:00:00.000719000	7	PRUNED
7		2021-05-23 09:49:53.342422	2021-05-23 09:49:53.343162	0 days 00:00:00.000740000	1	PRUNED
8		2021-05-23 09:49:53.430167	2021-05-23 09:49:53.430918	0 days 00:00:00.000751000	5	PRUNED
9		2021-05-23 09:49:53.530857	2021-05-23 09:49:53.531707	0 days 00:00:00.000850000	1	PRUNED
10		2021-05-23 09:49:53.619327	2021-05-23 09:49:54.197156	0 days 00:00:00.577829000	9	PRUNED
11		2021-05-23 09:49:54.288241	2021-05-23 09:49:54.290368	0 days 00:00:00.002127000	9	PRUNED
12		2021-05-23 09:49:54.383111	2021-05-23 09:49:54.385450	0 days 00:00:00.002339000	9	PRUNED
13		2021-05-23 09:49:54.476795	2021-05-23 09:49:54.478935	0 days 00:00:00.002140000	7	PRUNED
14	1.6223033417290993	2021-05-23 09:49:54.565963	2021-05-23 10:04:31.722561	0 days 00:14:37.156598000	3	COMPLETE
