number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.3926377929200384	2021-05-23 08:53:54.655397	2021-05-23 09:10:42.174910	0 days 00:16:47.519513000	9	COMPLETE
1	1.4671804506054007	2021-05-23 09:10:42.175486	2021-05-23 09:27:26.597253	0 days 00:16:44.421767000	7	COMPLETE
2		2021-05-23 09:27:26.597877	2021-05-23 09:27:26.598356	0 days 00:00:00.000479000	9	PRUNED
3		2021-05-23 09:27:26.711086	2021-05-23 09:27:26.711723	0 days 00:00:00.000637000	9	PRUNED
4		2021-05-23 09:27:26.825127	2021-05-23 09:27:26.825800	0 days 00:00:00.000673000	9	PRUNED
5	1.4276114680243384	2021-05-23 09:27:26.938063	2021-05-23 09:43:05.859917	0 days 00:15:38.921854000	3	COMPLETE
6		2021-05-23 09:43:05.860494	2021-05-23 09:43:05.861029	0 days 00:00:00.000535000	7	PRUNED
7	1.4946376336316203	2021-05-23 09:43:05.917742	2021-05-23 09:59:31.018764	0 days 00:16:25.101022000	5	COMPLETE
8		2021-05-23 09:59:31.039415	2021-05-23 09:59:31.040055	0 days 00:00:00.000640000	9	PRUNED
9		2021-05-23 09:59:31.095772	2021-05-23 09:59:31.096423	0 days 00:00:00.000651000	7	PRUNED
10	1.8129864452425146	2021-05-23 09:59:31.149698	2021-05-23 10:16:07.999181	0 days 00:16:36.849483000	1	COMPLETE
