number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.5682872940211297	2021-05-23 11:41:01.174569	2021-05-23 11:53:44.680408	0 days 00:12:43.505839000	1	COMPLETE
1	1.2765157880601223	2021-05-23 11:53:44.680901	2021-05-23 12:05:49.648789	0 days 00:12:04.967888000	5	COMPLETE
2		2021-05-23 12:05:49.649355	2021-05-23 12:05:49.649779	0 days 00:00:00.000424000	5	PRUNED
3	1.2281249212866145	2021-05-23 12:05:49.757442	2021-05-23 12:18:01.197231	0 days 00:12:11.439789000	9	COMPLETE
4		2021-05-23 12:18:01.198004	2021-05-23 12:18:01.198594	0 days 00:00:00.000590000	5	PRUNED
5		2021-05-23 12:18:01.305421	2021-05-23 12:18:01.306084	0 days 00:00:00.000663000	5	PRUNED
6		2021-05-23 12:18:01.413696	2021-05-23 12:18:01.414409	0 days 00:00:00.000713000	1	PRUNED
7		2021-05-23 12:18:01.522284	2021-05-23 12:18:01.523030	0 days 00:00:00.000746000	1	PRUNED
8		2021-05-23 12:18:01.630322	2021-05-23 12:18:01.631102	0 days 00:00:00.000780000	5	PRUNED
9		2021-05-23 12:18:01.738423	2021-05-23 12:18:01.739242	0 days 00:00:00.000819000	5	PRUNED
10		2021-05-23 12:18:01.846944	2021-05-23 12:18:01.849306	0 days 00:00:00.002362000	9	PRUNED
11		2021-05-23 12:18:01.956434	2021-05-23 12:18:01.958571	0 days 00:00:00.002137000	9	PRUNED
12	1.2544016154908886	2021-05-23 12:18:02.065320	2021-05-23 12:30:31.684523	0 days 00:12:29.619203000	7	COMPLETE
13		2021-05-23 12:30:31.685608	2021-05-23 12:30:31.688036	0 days 00:00:00.002428000	7	PRUNED
14		2021-05-23 12:30:31.789349	2021-05-23 12:30:31.791668	0 days 00:00:00.002319000	7	PRUNED
15		2021-05-23 12:30:31.893066	2021-05-23 12:30:31.895442	0 days 00:00:00.002376000	7	PRUNED
16		2021-05-23 12:30:31.996011	2021-05-23 12:30:31.998440	0 days 00:00:00.002429000	9	PRUNED
17		2021-05-23 12:30:32.099850	2021-05-23 12:30:32.102290	0 days 00:00:00.002440000	7	PRUNED
18	1.3220226786078335	2021-05-23 12:30:32.202987	2021-05-23 12:43:20.352340	0 days 00:12:48.149353000	3	COMPLETE
