number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.5646171671522737	2021-05-23 13:56:34.368915	2021-05-23 14:06:09.310362	0 days 00:09:34.941447000	1	COMPLETE
1	1.2653829946639794	2021-05-23 14:06:09.310792	2021-05-23 14:15:44.490987	0 days 00:09:35.180195000	3	COMPLETE
2		2021-05-23 14:15:44.491454	2021-05-23 14:15:44.491833	0 days 00:00:00.000379000	1	PRUNED
3	1.1779709848543902	2021-05-23 14:15:44.563250	2021-05-23 14:25:32.918502	0 days 00:09:48.355252000	9	COMPLETE
4		2021-05-23 14:25:32.919018	2021-05-23 14:25:32.919481	0 days 00:00:00.000463000	9	PRUNED
5		2021-05-23 14:25:32.974716	2021-05-23 14:25:32.975234	0 days 00:00:00.000518000	3	PRUNED
6	1.2019349797955852	2021-05-23 14:25:33.027209	2021-05-23 14:35:11.606313	0 days 00:09:38.579104000	5	COMPLETE
7		2021-05-23 14:35:11.606927	2021-05-23 14:35:11.607458	0 days 00:00:00.000531000	9	PRUNED
8		2021-05-23 14:35:11.663551	2021-05-23 14:35:11.664166	0 days 00:00:00.000615000	1	PRUNED
9		2021-05-23 14:35:11.717222	2021-05-23 14:35:11.717889	0 days 00:00:00.000667000	9	PRUNED
10	1.1814920324087206	2021-05-23 14:35:11.770513	2021-05-23 14:45:00.181845	0 days 00:09:48.411332000	7	COMPLETE
