number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.9675108698312278	2021-05-23 05:20:12.025434	2021-05-23 05:38:00.235025	0 days 00:17:48.209591000	1	COMPLETE
1	1.6263758873052006	2021-05-23 05:38:00.235469	2021-05-23 05:56:34.070086	0 days 00:18:33.834617000	7	COMPLETE
2		2021-05-23 05:56:34.070724	2021-05-23 05:56:34.071225	0 days 00:00:00.000501000	7	PRUNED
3		2021-05-23 05:56:34.209385	2021-05-23 05:56:34.210069	0 days 00:00:00.000684000	7	PRUNED
4	1.9584079719362837	2021-05-23 05:56:34.349176	2021-05-23 06:14:10.959707	0 days 00:17:36.610531000	3	COMPLETE
5		2021-05-23 06:14:10.960458	2021-05-23 06:14:10.961023	0 days 00:00:00.000565000	3	PRUNED
6	1.5889190890216118	2021-05-23 06:14:11.062654	2021-05-23 06:31:58.432301	0 days 00:17:47.369647000	9	COMPLETE
7		2021-05-23 06:31:58.433181	2021-05-23 06:31:58.433919	0 days 00:00:00.000738000	3	PRUNED
8		2021-05-23 06:31:58.553933	2021-05-23 06:31:58.554798	0 days 00:00:00.000865000	3	PRUNED
9	1.737701072644438	2021-05-23 06:31:58.673855	2021-05-23 06:50:04.137135	0 days 00:18:05.463280000	5	COMPLETE
