number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.9101843504991858	2021-05-23 13:17:50.863778	2021-05-23 13:35:36.607232	0 days 00:17:45.743454000	3	COMPLETE
1	1.670345306769026	2021-05-23 13:35:36.607786	2021-05-23 13:53:17.668317	0 days 00:17:41.060531000	9	COMPLETE
2	1.7469798050805365	2021-05-23 13:53:17.668790	2021-05-23 14:11:18.010589	0 days 00:18:00.341799000	5	COMPLETE
3		2021-05-23 14:11:18.011172	2021-05-23 14:11:18.011621	0 days 00:00:00.000449000	3	PRUNED
4	1.699954941554757	2021-05-23 14:11:18.099368	2021-05-23 14:29:24.742469	0 days 00:18:06.643101000	7	COMPLETE
5		2021-05-23 14:29:24.791818	2021-05-23 14:29:24.886425	0 days 00:00:00.094607000	7	PRUNED
6		2021-05-23 14:29:24.944030	2021-05-23 14:29:24.944590	0 days 00:00:00.000560000	9	PRUNED
7		2021-05-23 14:29:24.998328	2021-05-23 14:29:24.998906	0 days 00:00:00.000578000	7	PRUNED
8		2021-05-23 14:29:25.063540	2021-05-23 14:29:25.064198	0 days 00:00:00.000658000	7	PRUNED
9	2.5650675206622067	2021-05-23 14:29:25.127568	2021-05-23 14:46:46.965104	0 days 00:17:21.837536000	1	COMPLETE
