number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.11993688754734226	2021-05-24 01:09:44.452065	2021-05-24 01:23:25.083831	0 days 00:13:40.631766000	5	COMPLETE
1	0.10900089641435028	2021-05-24 01:23:25.084472	2021-05-24 01:36:11.581652	0 days 00:12:46.497180000	3	COMPLETE
2		2021-05-24 01:36:11.582145	2021-05-24 01:36:11.582529	0 days 00:00:00.000384000	3	PRUNED
3		2021-05-24 01:36:11.662472	2021-05-24 01:36:11.662953	0 days 00:00:00.000481000	3	PRUNED
4	0.11648503699587344	2021-05-24 01:36:11.725530	2021-05-24 01:49:28.745594	0 days 00:13:17.020064000	9	COMPLETE
5	0.048448186867165725	2021-05-24 01:49:28.746535	2021-05-24 02:02:41.655855	0 days 00:13:12.909320000	1	COMPLETE
6		2021-05-24 02:02:41.656603	2021-05-24 02:02:41.657250	0 days 00:00:00.000647000	3	PRUNED
7		2021-05-24 02:02:41.746622	2021-05-24 02:02:41.747314	0 days 00:00:00.000692000	5	PRUNED
8		2021-05-24 02:02:41.837002	2021-05-24 02:02:41.837726	0 days 00:00:00.000724000	3	PRUNED
9	0.11565329925682702	2021-05-24 02:02:41.927776	2021-05-24 02:15:46.126152	0 days 00:13:04.198376000	7	COMPLETE
