number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.028912761214188003	2021-05-24 03:45:09.566798	2021-05-24 04:00:06.991698	0 days 00:14:57.424900000	1	COMPLETE
1		2021-05-24 04:00:06.992170	2021-05-24 04:00:06.992575	0 days 00:00:00.000405000	1	PRUNED
2		2021-05-24 04:00:07.077230	2021-05-24 04:00:07.077722	0 days 00:00:00.000492000	1	PRUNED
3		2021-05-24 04:00:07.162345	2021-05-24 04:00:07.162867	0 days 00:00:00.000522000	1	PRUNED
4	0.08564173648158485	2021-05-24 04:00:07.247158	2021-05-24 04:15:10.380266	0 days 00:15:03.133108000	9	COMPLETE
5	0.0697047370747394	2021-05-24 04:15:10.380893	2021-05-24 04:30:36.738149	0 days 00:15:26.357256000	3	COMPLETE
6		2021-05-24 04:30:36.738838	2021-05-24 04:30:36.764546	0 days 00:00:00.025708000	1	PRUNED
7		2021-05-24 04:30:36.851544	2021-05-24 04:30:36.852231	0 days 00:00:00.000687000	1	PRUNED
8	0.08637779716543292	2021-05-24 04:30:36.940360	2021-05-24 04:46:05.237564	0 days 00:15:28.297204000	7	COMPLETE
9	0.07679148157122344	2021-05-24 04:46:05.238466	2021-05-24 05:00:52.718376	0 days 00:14:47.479910000	5	COMPLETE
