number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.8039129248352948	2021-05-23 10:18:35.371049	2021-05-23 10:34:41.094214	0 days 00:16:05.723165000	7	COMPLETE
1	1.7199907052962224	2021-05-23 10:34:41.113677	2021-05-23 10:50:57.949057	0 days 00:16:16.835380000	9	COMPLETE
2	2.581081145724646	2021-05-23 10:50:57.949490	2021-05-23 11:06:41.497327	0 days 00:15:43.547837000	1	COMPLETE
3		2021-05-23 11:06:41.523568	2021-05-23 11:06:41.523991	0 days 00:00:00.000423000	9	PRUNED
4		2021-05-23 11:06:41.580215	2021-05-23 11:06:41.580695	0 days 00:00:00.000480000	9	PRUNED
5	2.1379136013863658	2021-05-23 11:06:41.634095	2021-05-23 11:23:19.500245	0 days 00:16:37.866150000	3	COMPLETE
6		2021-05-23 11:23:19.500923	2021-05-23 11:23:19.615633	0 days 00:00:00.114710000	7	PRUNED
7		2021-05-23 11:23:19.702284	2021-05-23 11:23:19.702968	0 days 00:00:00.000684000	1	PRUNED
8		2021-05-23 11:23:19.789443	2021-05-23 11:23:19.790176	0 days 00:00:00.000733000	1	PRUNED
9	1.8988321118407132	2021-05-23 11:23:19.877764	2021-05-23 11:39:19.129539	0 days 00:15:59.251775000	5	COMPLETE
