number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.60008715447717	2021-05-23 03:40:15.848536	2021-05-23 03:51:54.242032	0 days 00:11:38.393496000	1	COMPLETE
1	1.128712788344126	2021-05-23 03:51:54.242575	2021-05-23 04:04:11.730065	0 days 00:12:17.487490000	7	COMPLETE
2		2021-05-23 04:04:11.730623	2021-05-23 04:04:11.731068	0 days 00:00:00.000445000	7	PRUNED
3		2021-05-23 04:04:11.831876	2021-05-23 04:04:11.832441	0 days 00:00:00.000565000	7	PRUNED
4	1.2170905699473915	2021-05-23 04:04:11.933056	2021-05-23 04:16:35.014296	0 days 00:12:23.081240000	3	COMPLETE
5		2021-05-23 04:16:35.014956	2021-05-23 04:16:35.015490	0 days 00:00:00.000534000	1	PRUNED
6	1.1665544710710365	2021-05-23 04:16:35.114338	2021-05-23 04:29:23.176232	0 days 00:12:48.061894000	5	COMPLETE
7		2021-05-23 04:29:23.176975	2021-05-23 04:29:23.177610	0 days 00:00:00.000635000	7	PRUNED
8		2021-05-23 04:29:23.280061	2021-05-23 04:29:23.280824	0 days 00:00:00.000763000	5	PRUNED
9	1.1032984619432733	2021-05-23 04:29:23.382811	2021-05-23 04:41:53.419374	0 days 00:12:30.036563000	9	COMPLETE
