number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.6435553711640745	2021-05-23 08:40:22.191747	2021-05-23 08:56:07.229385	0 days 00:15:45.037638000	7	COMPLETE
1		2021-05-23 08:56:07.229955	2021-05-23 08:56:07.230409	0 days 00:00:00.000454000	7	PRUNED
2		2021-05-23 08:56:07.335319	2021-05-23 08:56:07.335896	0 days 00:00:00.000577000	7	PRUNED
3	1.72559925467821	2021-05-23 08:56:07.440581	2021-05-23 09:10:44.358148	0 days 00:14:36.917567000	5	COMPLETE
4	2.6992926695033126	2021-05-23 09:10:44.358802	2021-05-23 09:25:03.240214	0 days 00:14:18.881412000	1	COMPLETE
5	1.8917981628471938	2021-05-23 09:25:03.240920	2021-05-23 09:39:39.198485	0 days 00:14:35.957565000	3	COMPLETE
6		2021-05-23 09:39:39.199220	2021-05-23 09:39:39.199837	0 days 00:00:00.000617000	5	PRUNED
7		2021-05-23 09:39:39.293388	2021-05-23 09:39:39.294121	0 days 00:00:00.000733000	3	PRUNED
8		2021-05-23 09:39:39.389385	2021-05-23 09:39:39.390264	0 days 00:00:00.000879000	7	PRUNED
9		2021-05-23 09:39:39.484986	2021-05-23 09:39:39.485802	0 days 00:00:00.000816000	7	PRUNED
10	1.597480092302299	2021-05-23 09:39:39.579824	2021-05-23 09:55:24.532543	0 days 00:15:44.952719000	9	COMPLETE
