number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.7338372517380105	2021-05-23 05:20:12.025227	2021-05-23 05:38:11.753848	0 days 00:17:59.728621000	9	COMPLETE
1	1.8715727370763984	2021-05-23 05:38:11.754363	2021-05-23 05:56:15.487642	0 days 00:18:03.733279000	5	COMPLETE
2		2021-05-23 05:56:15.488143	2021-05-23 05:56:15.488520	0 days 00:00:00.000377000	9	PRUNED
3	2.0801757247837775	2021-05-23 05:56:15.572465	2021-05-23 06:13:56.788160	0 days 00:17:41.215695000	3	COMPLETE
4	1.770168698792787	2021-05-23 06:13:56.788746	2021-05-23 06:31:46.895704	0 days 00:17:50.106958000	7	COMPLETE
5		2021-05-23 06:31:46.919170	2021-05-23 06:31:47.069531	0 days 00:00:00.150361000	3	PRUNED
6		2021-05-23 06:31:47.163611	2021-05-23 06:31:47.164256	0 days 00:00:00.000645000	5	PRUNED
7		2021-05-23 06:31:47.246515	2021-05-23 06:31:47.247180	0 days 00:00:00.000665000	7	PRUNED
8		2021-05-23 06:31:47.329297	2021-05-23 06:31:47.329999	0 days 00:00:00.000702000	9	PRUNED
9		2021-05-23 06:31:47.412185	2021-05-23 06:31:47.412932	0 days 00:00:00.000747000	7	PRUNED
10	2.75895032693452	2021-05-23 06:31:47.495156	2021-05-23 06:48:59.437430	0 days 00:17:11.942274000	1	COMPLETE
