number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.844034103948269	2021-05-23 07:34:51.895120	2021-05-23 07:50:23.469104	0 days 00:15:31.573984000	3	COMPLETE
1	1.5259654898400008	2021-05-23 07:50:23.469600	2021-05-23 08:05:08.243429	0 days 00:14:44.773829000	7	COMPLETE
2		2021-05-23 08:05:08.243999	2021-05-23 08:05:08.245309	0 days 00:00:00.001310000	3	PRUNED
3	1.492920741896434	2021-05-23 08:05:08.328398	2021-05-23 08:19:47.290407	0 days 00:14:38.962009000	9	COMPLETE
4	2.4479224998896427	2021-05-23 08:19:47.291066	2021-05-23 08:34:23.833623	0 days 00:14:36.542557000	1	COMPLETE
5		2021-05-23 08:34:23.845778	2021-05-23 08:34:23.846422	0 days 00:00:00.000644000	9	PRUNED
6		2021-05-23 08:34:23.932302	2021-05-23 08:34:23.932997	0 days 00:00:00.000695000	3	PRUNED
7	1.635584374572642	2021-05-23 08:34:24.027826	2021-05-23 08:49:47.841998	0 days 00:15:23.814172000	5	COMPLETE
